i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,691550,4464672,80542,56863924,129224944,2738117
2,39289007,4354855,76799,56061803,133199196,2749007
3,12587679,4319376,80540,55931820,132482580,1477956
4,3169457,5432853,77239,52475128,136105171,1394633
5,768383,5516682,81637,53950931,135122114,1467351
6,694982,5568095,77292,52516132,131328315,1429943
7,692498,5564844,76653,54402865,132531802,1456607
8,684396,4342359,75636,54890412,132107689,1397699
9,696309,4363368,80830,55085366,131714089,1446500
10,691600,4367360,76968,56185123,130396536,2628696
