i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,408013,2740827,49908,32222053,69836039,889791
2,9062916,4438525,50476,31749739,69533425,888421
3,2709510,2611733,48766,35235219,73648010,2189485
4,482871,5445568,49616,30719712,62285778,1018195
5,487496,4181269,49665,32647920,62851271,875200
6,432521,4139324,49090,33566526,59627251,888875
7,431316,6086059,53032,30971707,60478190,890663
8,424414,4190186,49409,32537335,60091080,881763
9,433517,3700033,48684,32851196,59131818,906133
10,431533,5723821,57316,31191177,61624572,892114
11,425874,4051762,48636,32783961,62201133,868464
12,425480,4378212,47861,30921250,61911505,883377
13,441745,5382376,55100,31532008,65165184,884843
14,432313,2956613,48688,33634678,66299361,2258306
