i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,274483,1861797,36920,21844645,47272981,618900
2,4056126,1685111,36345,21176631,44693912,637589
3,3301520,3213308,38453,18784751,46439725,612759
4,289574,1812736,36529,20525583,47492306,655055
5,571338,1810153,36129,20987964,50666311,627665
6,286079,1613123,36771,22218971,44996363,629957
7,283290,1626723,36805,19943193,49205393,625999
8,284758,1826971,35605,21042701,49636717,631100
9,299234,1579631,36548,21834202,47167851,634457
10,298266,3570350,28292,21759287,45108830,615345
11,307424,1663066,25378,20635193,48774925,688431
12,304210,2417613,36158,21661861,50058229,626243
13,289078,2057651,36590,22155486,45087605,631520
14,298706,2947814,27380,18538824,49225057,649013
15,287548,1893423,36406,21346948,50414855,618043
16,294589,1765918,36594,21218475,48062466,1849079
17,326885,1660673,38976,21744317,43291196,624856
18,299828,2023663,26628,20231584,47791568,620218
