i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,653271,5824596,82788,223768865,545621993,1321844
2,15233568,5896450,78448,52175848,124593684,1300417
3,3648841,3902096,75140,49910902,118521973,2509644
4,921178,4026582,73594,48508641,120415917,1291223
5,648758,5126315,73464,49587051,120908140,1296460
6,642032,4015781,73667,50032462,122200394,1278504
7,652040,4146294,75894,48747645,120409993,1290638
8,727166,5303672,73842,49805932,124921938,1283547
9,655152,4143942,73570,50460344,121786164,1304833
10,652871,4150870,73486,48640618,120542177,1284788
11,652871,5193159,75389,49529376,125974622,1295421
12,657077,4223133,74318,50519745,122059716,1274122
13,649127,4122084,73083,49395904,121153320,1289840
14,734827,5233527,73123,50927875,125835955,1288933
15,652427,4151363,73987,50726360,122263998,1299734
