i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,198672,3254945,32448,14099261,49394935,545138
2,1958711,1216775,30073,16453655,52798699,543962
3,1391923,1216333,30694,17719943,49578463,556121
4,235405,2411974,38628,13539656,39850970,531099
5,234622,1213668,30009,15276940,44250337,531343
6,235687,1225937,29026,17758556,51034544,546262
7,238738,2233431,29446,13482133,44199100,552816
8,235493,1422135,29382,15154627,43757530,539513
9,232777,1794227,29402,16634547,43501241,551014
10,235212,2046496,30291,13548292,44553400,540445
11,234953,1769418,30075,15024934,47989480,539338
12,235108,2356627,30005,16952047,49983875,545152
13,230970,1742577,19292,16535179,46153518,533403
14,241273,3582181,30740,13931768,40488802,523031
15,239723,1669107,29845,16200553,43367625,542576
16,239789,1325416,30874,15968660,41889606,541202
17,243475,2656121,30179,13972467,39878546,537086
18,260098,2361158,20071,15006603,43067913,551599
