i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,87767,897001,11163,6719554,25315656,331268
2,118028,1585998,9569,5008627,26514003,315465
3,121080,461969,9604,5013615,25958815,322726
4,215839,444718,9385,4988586,25996588,326981
5,125605,502428,10027,5014069,26357534,310439
6,126325,525651,10335,4992122,26079782,307670
7,124008,872319,9743,5018969,25911984,306201
8,123476,430077,9511,5016125,26133496,324333
9,120241,458025,9936,5026464,26343996,306981
10,116146,895247,9215,5038427,27600315,308988
11,130965,1010568,9394,6518817,27999117,302360
12,128711,1015189,10089,6854762,27057970,322730
13,119462,513528,10111,6202063,25277067,313403
14,120697,449749,9524,6265612,27488524,301095
15,120123,505276,10457,5208508,26469406,318895
16,123847,540288,9660,5222935,26190126,303031
17,123449,746653,9870,5211480,26059615,316134
