i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,391901615,458408732,1631185536,290757799,5039975154,174379017
2,2164899,29655462,39973,16734279,65701949,515571
3,557177,1417968,30264,14443109,46623095,503247
4,214785,1167777,29010,12489650,48632468,501527
5,392978,1143145,27897,13950568,48371998,520276
6,215270,1179770,17944,11743866,51303293,508036
7,214818,1165492,28688,13805685,46157312,505007
8,216021,1147759,18571,15307032,46960468,522460
9,213780,8820350,19238,11776355,47567471,498413
10,214835,1157715,29039,14440955,51408759,1686042
11,364971,1216279,28823,12136801,36272279,494109
12,215127,1119588,17241,14070215,39929915,488257
13,215565,1141996,27569,11839202,40011551,493711
14,245227,1242627,28708,13426882,40535027,493808
15,218181,1133875,17945,14979587,41267862,501710
16,216053,1131191,17461,13395743,38682233,502263
17,212109,1141968,18002,13790648,41624243,506923
18,215152,2259585,19173,12090014,38426523,707505
19,198732,1119721,22544,17152733,42302419,499226
