i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,363881,3964919,44039,28303186,56523027,840331
2,5888360,2259900,42661,27713292,55781855,840258
3,729269,2275361,45475,29297882,55590807,833252
4,367044,2264874,42370,27200599,56192565,849139
5,374719,2249477,42969,29683770,53550245,864724
6,373778,3413367,49807,30296810,58930985,843851
7,371278,2782468,43422,26892286,56922147,855775
8,370311,3521262,46856,29714366,57148680,839144
9,415754,3206398,42066,28224997,61801496,852499
10,383700,3149747,44503,30233465,57176006,863925
11,382168,4417053,46596,27436735,58980053,825929
12,380686,2663836,43670,27937218,55977241,847745
13,377390,3833904,47907,28249445,58293672,841937
