i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,300130,2031624,38690,25687986,52918715,669986
2,5386973,3225376,41313,22409267,51839777,1715749
3,3528194,1887718,39416,23592781,52773309,665907
4,314856,1927678,38989,22595500,54014132,656639
5,321435,1952546,39318,23415652,53439739,654903
6,320356,1938230,39183,22314431,57884848,658176
7,314907,1959270,40525,21573676,59060427,677989
8,320465,2931283,50486,24172217,55867695,768285
9,1234329,5871057,42367,22701107,53507854,662595
10,314133,1945563,38850,25548688,53424139,686048
11,328508,1996752,40023,22301457,53547318,673670
12,311485,1917713,38482,23021379,53687245,666037
13,308673,1914677,38299,22542228,57776005,674094
14,317186,1941121,40133,21344474,56911119,671692
15,323907,2852751,41785,23778043,55088309,1731988
16,400147,1903689,46045,22168036,53562623,701842
17,331115,1924563,39113,23485984,51488725,666304
18,312887,1904721,39674,22287765,54491675,679089
19,312577,1912664,39273,22825302,52753687,676335
20,308960,1899112,41449,22030822,56773884,658741
21,321291,1951901,40302,23579127,55379499,667104
22,350649,3178664,39910,23750810,51093430,1671760
23,411075,1868339,39310,22066115,52741151,650111
