i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,381523,4629515,50640,32276618,65479432,2315009
2,9697401,2319200,49929,29608795,56286261,856247
3,5727900,2338592,47199,31500623,54017498,852823
4,397594,3612169,50713,29823736,56492142,835752
5,391362,2310693,47178,29274614,57980103,851908
6,393515,2324227,45055,30788454,54189591,2001090
7,424288,2343662,49318,29173215,55984345,833983
8,405989,2338077,47526,28889830,57184738,838448
9,404185,2317316,49056,30388243,59163642,846848
10,398728,2323485,47115,28923647,61303408,842814
11,421654,2381108,51334,32389229,56355986,857857
12,404914,3652205,47953,29448177,55506810,831599
13,403384,2336139,46056,28815867,61517421,854097
14,406842,2343126,48186,31449955,56157747,850615
15,395934,3608619,49632,29293576,60002285,841593
16,393309,2438749,46951,28578886,57498382,847295
17,399711,2341138,55387,30675126,54322961,1979345
18,457684,2333860,51416,29144212,61299574,854813
19,1467161,2297111,47562,29445011,57889975,842289
20,396235,2394043,48467,30853246,57420155,2104334
21,458664,2306300,48208,29225134,56815300,836956
