i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,282831,3135832,37210,22675213,49180267,651341
2,4574920,2783411,36131,21457399,47180227,661566
3,3968212,1734930,37697,21741825,46312103,651763
4,297843,3109553,36287,21357372,47637770,645260
5,309581,2389902,36850,21915632,46221330,653660
6,296951,1711225,36307,21363532,47824776,684010
7,300050,1730629,37434,21955149,47230504,648839
8,300035,1737307,36240,21503106,46689517,1775940
9,353580,1909409,39421,22012430,45611581,646585
10,296757,4098367,37394,22141946,51845634,786493
11,292159,4559782,39786,24468941,46928441,644797
12,291665,3550206,38426,22337296,44364931,630908
13,292341,3288954,40704,19269307,47590350,646521
14,292804,1810676,36578,20297898,51593971,624983
15,294160,1706424,36660,20871575,54864480,627757
16,294624,1880087,39247,21400581,56380445,641878
17,294285,1951733,36892,21928470,57298157,634348
18,301278,3467614,38887,22451539,57744291,641384
19,304380,3541726,36470,22165886,57760226,636624
