i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,148496,1788361,14732,9193689,31793961,449817
2,982279,792085,13864,10614887,35877225,445589
3,444333,1450524,13919,9415478,36397563,453955
4,180371,770797,13970,11981819,34282537,458512
5,187057,2815471,15360,8883669,30547637,442795
6,182939,1762531,14384,8929511,30646539,436522
7,191399,1254239,14550,10556055,35459861,436824
8,181703,1793282,13357,9203291,35409305,442329
9,183344,1796515,14405,11832628,31211813,424097
10,219217,1671230,13752,10054015,33173212,427081
11,180776,1771000,13904,8943718,32500883,429699
12,189020,1455866,14194,10709940,34946929,447894
13,184526,1175856,14693,9242415,36729627,443056
14,181530,1082897,13941,12081356,32651911,428295
15,187244,820332,13685,10487916,33885922,429600
16,183635,1152207,14373,8894098,35341312,420311
17,197936,1794532,14812,10943181,34069941,1468158
18,203569,1780849,15050,9195887,31731393,425152
19,190065,1795288,13622,9228079,31651181,490625
20,182937,1077226,14240,10146196,33707747,429459
21,193560,1661468,13988,8929352,36300113,428577
22,184530,1810227,14262,11054577,32733482,430141
23,198639,2461409,14398,9290210,32583464,417530
24,217359,847727,14552,9269403,33172801,418626
25,165927,1525712,13756,10589673,34494811,438647
26,181929,1807110,14384,9029195,36441123,446644
27,182550,1794808,13802,11160743,33952900,431074
