i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,134987,1455208,13503,10691055,35293151,574725
2,1244777,2801003,13002,8843829,32967212,450038
3,299012,1648030,12861,8830067,30931413,433108
4,174571,717136,11837,10745812,34691744,1455979
5,214151,717826,13901,8556703,31090298,435979
6,174439,1665652,13050,8591769,30472397,433335
7,184255,1227135,13455,10147735,36367784,454000
8,180724,1683517,12901,8885768,37269585,451523
9,178895,967342,12875,8899429,36653714,443535
10,173104,721222,13061,9959911,35117203,437612
11,181524,1023059,12174,8520755,36578244,438117
12,180912,1704097,13275,10836021,35060271,441651
13,176932,1688894,12930,10611199,35336451,458347
14,173859,1058702,12669,8922501,36622271,437545
15,178106,1081134,13315,11631508,33368081,441735
16,177350,777649,13208,9738525,33299327,446209
17,173449,716063,29901,8595163,33201492,452202
18,175091,1023484,12721,10541640,33129899,450446
19,185670,2159585,13872,8854475,32859211,442635
20,174845,1461850,13288,8828959,31474079,431570
21,181313,720031,12837,11143332,33811198,1537007
22,230649,777494,14941,8562962,31582641,432153
23,175267,1397808,13683,9708236,41861593,449443
24,181395,1583118,13175,10416162,36245977,436828
25,181807,1247683,13182,8836084,37065909,441620
26,180999,1696221,13298,8889001,37083834,443121
27,179030,1543821,12678,10370565,40810437,458901
28,179934,1661727,14106,8576334,41510204,457659
29,213788,989678,12784,11339233,39224194,461164
30,174856,1100548,13321,10844738,35961309,434021
31,179805,1684265,12978,8924286,36233741,434039
32,181917,1634283,13418,11640946,32565133,459949
33,181059,1276555,13465,9771944,33197796,462787
