i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,115849,839967,13556,9699017,28953762,395577
2,889379,1247205,13921,8890267,28108211,388189
3,152340,929498,13568,8632280,27878253,389919
4,153327,1213148,14455,8574114,27572315,397904
5,153834,1011976,13659,8560604,28269258,371066
6,155490,1014625,13534,8455980,27670075,373881
7,156645,1726475,14458,7287364,33427227,376279
8,169141,2219900,33524,7366720,28537533,388519
9,164315,2107946,14099,7341047,28421196,1477816
10,149105,765352,13542,7315095,32055451,366650
11,167301,1401886,13429,7432766,29266664,371946
12,166573,1079362,11232,7611244,30227355,372053
13,161985,1197981,13413,7716835,29949473,370377
14,159978,837327,13430,7364549,29402093,373838
15,168328,777160,12658,7372477,29067755,369033
16,158797,622372,13085,7397484,28916653,384953
17,159173,1158949,12726,7510522,29198234,369600
18,158491,1189784,13436,7361695,28550769,366973
19,161973,633139,13537,7359578,29181908,385136
20,160452,1308949,13752,7353387,29199472,371044
21,157103,636768,13221,7363093,29172967,371383
22,159675,670739,10153,7324519,29395943,370461
23,149373,677182,12445,7365706,28930011,387059
24,156365,1087809,14435,7356688,28952136,391755
25,157708,882779,13219,7358676,29372354,374278
