i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,405393,2818783,58486,33658336,59651062,890667
2,14991755,3769572,48693,30287153,64048795,907096
3,421911,6224744,55473,31197224,66334979,904843
4,424275,4891666,50595,34944546,62505265,2087724
5,481821,3178374,51406,31617940,61260822,886068
6,419248,4378154,50823,32381526,58079930,894414
7,421705,4307300,47103,29930592,77761181,965005
8,446658,3886461,55371,30662940,62400843,897578
9,425645,2877200,49114,33273594,62330494,2098597
10,482780,3812297,51402,31124712,58918700,896830
11,497819,3418430,48186,32404535,59674026,886877
12,427460,3453215,50177,33030883,56730806,915797
13,422424,5038603,57755,30167948,59550925,908797
14,423316,2815155,52649,32518254,57442444,893156
15,426221,3313561,47185,30802159,59331698,888856
16,416924,3334725,52760,32234399,60560503,885107
17,421496,3824371,48205,33284954,56015323,907546
18,424985,5448941,54577,30308390,59614731,881776
19,416970,3976755,51009,32413394,58932349,891324
