i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,628077,6851129,71693,49892480,113419259,1289959
2,18741453,7160637,77117,48432202,111803631,1281865
3,22675958,5405623,71377,50725851,107745143,2448450
4,709663,6156574,70744,49205295,110089349,1283090
5,642515,7704532,72993,48161138,109678518,1330596
6,643183,6047920,72477,48000763,110300163,1287541
7,635238,7950359,73193,49607935,114595460,1287704
8,720719,8340907,72286,50524493,108290706,2523621
9,713691,6268959,72838,47515153,110184528,1280505
10,635736,6479056,74006,49648764,111631868,1286458
11,644590,7142320,73278,50767500,107632590,1282748
12,631927,7054132,74394,47869875,109891708,1333758
