i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,297764,2048939,41356,34306551,63952830,689375
2,5804238,1969842,38729,24152965,57121843,682072
3,873895,1940820,38724,23368503,63958387,793982
4,1158137,1951455,40060,27652018,67081068,700035
5,318012,1954064,40326,26559827,60383698,702580
6,321297,3519141,41641,24090821,52727699,1683836
7,393603,1894585,38693,23614696,50316386,668781
8,315701,1916015,37490,22711936,49802622,658695
9,315439,1890042,37552,23060174,58480038,680806
10,312931,1919785,38615,22482931,55796653,677991
11,324971,1914560,44616,22538546,59931073,688806
12,311915,1931263,38180,25264253,57773692,693463
13,312239,3331494,38944,23735163,52715801,662755
