i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,80270,417421,11367,4956628,27795690,411511
2,358283,388067,10619,4578775,25760894,298306
3,115351,396577,9332,4585189,25440900,300978
4,113705,407610,8789,4556146,24746936,298173
5,110092,916771,10690,6469516,23586770,311802
6,109147,765506,12742,4830719,26617959,292499
7,113689,420047,10132,4768725,25796216,289240
8,116982,395186,9070,4716785,24620320,1334483
9,142041,390424,10863,4693442,26487063,286723
10,111546,396126,9053,6379121,23490454,290803
11,106028,384647,8286,4497481,27078037,287900
12,105648,409918,9135,4511552,30455473,290856
13,112229,400168,9258,4519146,26176314,288143
14,107255,407546,15421,5592218,24568891,292079
15,104545,438399,8714,4771526,28139024,287396
