i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,559581,5907834,66591,43657572,96461259,2356868
2,17786835,3600735,67123,43863928,96701314,1142155
3,13453099,4238658,65240,41479559,97907943,1136598
4,2120468,5133648,69478,42861935,98158623,2335973
5,588553,4381913,66047,42694948,98223584,1120593
6,569091,3790304,66485,42600423,98269995,1171450
7,561880,4857222,67873,43446411,98554644,2282431
8,582886,3481169,66020,43549990,97814656,1138943
9,620057,3830470,63538,42071179,99484346,1141805
10,560736,3947524,65293,41757138,100735172,1190598
11,561785,4538422,67782,42942650,101866891,1108959
12,568165,3665529,65310,42860041,97847092,1136685
13,567621,3678004,66571,42551951,97297959,1138144
14,562327,4390739,68751,43636474,100449513,1124883
15,562090,3487546,64549,43556361,97760436,1130496
