i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,54593,486953,9835,2381158,18611339,286682
2,133186,279912,8553,2453301,20118805,239907
3,64957,419814,5988,2278849,19469018,1231654
4,86844,452644,8612,2325712,18480749,236792
5,77223,375437,8173,2342054,20866658,236110
6,63191,306052,11793,2301899,18337559,236861
7,80494,459184,4992,2336742,17630367,239788
8,73022,458161,5793,2323262,19191202,251585
9,65599,440163,5216,2308578,18559662,237614
10,74800,468986,8097,2335508,17456278,238386
11,75368,483255,8722,2338133,19300630,237550
12,64076,476453,9237,2327821,18781961,233586
13,71841,388264,7561,2346133,17820455,235748
14,62851,221177,5863,2339054,19318246,242953
15,64865,203625,6009,2318103,18220165,234345
16,70271,191259,6010,2287558,17544046,235682
17,66407,201335,5764,2329183,19285494,235031
18,65869,271514,7072,2490463,19595977,236814
19,68171,197648,5557,2278442,17451443,248519
20,66865,221460,5852,2333419,19341946,235462
21,66153,192817,5449,2299875,19510759,235021
22,71671,206094,5268,2283376,17881668,236751
23,64506,195204,7269,2353021,19272895,233933
