i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,509800,4147741,72672,40634733,76518204,1084779
2,11297592,4262301,59438,40095556,78234379,1094454
3,7609871,4032553,61745,39661600,75592764,1084336
4,610128,4140791,58059,39385526,75551279,1119469
5,549808,4008073,62959,39106241,75365067,1091443
6,509128,4277663,58540,38959245,76418383,1086148
7,518377,6406231,60132,38227321,78654062,1110678
8,514227,4847968,60687,38264463,82265077,1095365
9,520882,5276384,61417,41549511,79512816,1092207
10,513753,4343754,63029,41296268,72088172,2135430
11,592177,3160887,58958,41027543,77490414,1082987
12,516934,3093467,59022,40873931,76716920,1068429
13,594280,3239651,59121,41323611,76746127,1076875
14,511910,3096012,59481,40959804,76543009,1088285
15,514332,3174166,60252,39893179,77023563,1084193
