i,sstep,lambdastep,gammastep,wstep,loss
1,415082227,166748191,676966458,29690152,106202
2,128997466,522160271,701426956,30264789,94495
3,126680764,107555286,687783966,28870217,103351
4,126299495,160998193,684786663,26485012,93923
5,127701850,256619624,700697041,26598754,95345
6,491408683,301783440,702056831,26929657,91082
7,431769978,317475946,702236607,26725194,94731
8,618924797,317397107,704784244,26410482,102482
9,435002524,318189899,700940466,26494434,89532
10,465889394,323372981,699751848,26485732,97617
