i,sstep,lambdastep,gammastep,wstep,loss
1,2956161,31909324,460356860,37789856,65890
2,4963434,179983584,487157630,31499095,70801
3,5428159,92737985,456022447,23892432,74340
4,5033282,86508381,471444340,39229677,77777
5,7331467,114699577,485030039,33247115,68406
6,5038450,114967454,484275143,25677189,65721
7,5436526,109784850,493607748,18722342,64313
8,5071977,111289380,477857574,35037622,66431
9,5453637,113203060,484241323,28552444,72615
10,5062393,109648653,491105103,21179886,72699
11,5465416,110979456,473483898,37429587,65367
