i,sstep,lambdastep,gammastep,wstep,loss
1,362803260,159306413,793625810,33893487,98187
2,438292255,504202082,773364535,34114959,98081
3,428248037,198696703,763467425,30549673,110243
4,581988128,317886773,743023095,42864347,105155
5,482607730,325464600,747502596,35984527,109825
6,682089891,320337618,745187858,32466161,101797
7,776614502,321358703,759844016,34920897,114055
8,456044750,314010349,758160007,32066171,100888
9,464339867,320679190,740003112,47100299,111081
10,557339461,315694266,746272507,36995469,108086
11,634693769,325587718,749897103,36121371,119128
12,428970548,313409730,749985519,35909849,109100
13,460548881,315089976,772394610,31646135,112626
14,611606981,313617539,742289669,41778072,111901
15,505922641,322648622,746619384,36439509,106627
