i,sstep,lambdastep,gammastep,wstep,loss
1,524264108,160029848,867755695,34441002,119147
2,661772122,534721610,915119604,26949311,98890
3,585847153,496648520,935461562,42176580,107595
4,631208448,467810058,945796916,30447979,98150
5,612275812,495531516,945853112,26195639,94049
6,540166215,479916412,938794339,34239229,106552
7,622928285,490636047,951059496,28371762,97225
8,610374185,495773413,937478518,41803982,108992
9,626789677,489576950,944971768,30266550,100202
10,602217720,495899249,949306082,25954432,93235
11,572409677,465178456,938225154,34602593,107755
12,650512769,489601155,942993982,27897773,94864
13,668530311,481514890,934796462,41939706,109978
14,674572905,489761836,939066208,30370505,96067
15,667630392,468447065,949636539,26106767,93530
