i,sstep,lambdastep,gammastep,wstep,loss
1,559726382,164491111,977802038,38206270,107294
2,814845595,525150644,991789518,31108312,106809
3,743719345,246990871,971092161,29354514,102524
4,663746445,355911924,949238378,30565130,105413
5,632074883,231204538,939939537,35037823,130031
6,777398584,230412514,943084422,30505755,105310
7,715564891,232861016,949081187,28298532,103081
8,606564184,232977595,937178968,47203965,104315
9,706383247,227447094,936271346,36052366,107265
10,700089289,230075934,941725000,33867229,130628
