i,sstep,lambdastep,gammastep,wstep,loss
1,364445941,159583542,610045570,28736067,82395
2,409498933,396082550,722835744,31760690,93377
3,392723387,492139500,711486234,22014522,96191
4,366383843,236196876,677790102,26707930,101207
5,354044116,361371575,695363562,36251275,94989
6,459066070,356499719,708328677,25747686,110245
7,399963279,359355956,698058919,31787731,99391
8,409281818,355874046,708909494,23496653,97629
9,381965182,362863403,705877998,27702098,98884
10,404753076,360144175,698948616,38142409,117178
11,463400063,359383763,707136216,25922018,111114
