i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,461502,1441029,14776,3804067,633537,100849
2,136023,1251862,13958,4280785,626202,96484
3,24816,1313419,12363,4763077,706094,111656
4,74612,1283982,14822,3945282,712393,113824
5,47060,1247437,10169,5024700,620060,97542
6,91376,1257371,11339,3553946,615837,94819
7,69071,2132417,9994,3306031,621632,103199
8,91071,1226924,11309,3136593,620373,94142
9,23144,1227448,11996,3442670,616482,95196
10,23170,1231645,11452,4345889,622150,96419
11,46325,1223111,9971,3415667,612393,97282
12,23075,1224330,9326,3212174,1555693,92832
13,23265,1238541,10867,3121288,615789,97834
14,23240,1236362,10936,3226465,600161,839847
15,23052,1239671,11088,3047617,613466,94411
16,22703,1223434,10029,3721053,611558,97247
