i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,256915,10196150,12168,2704328,580167,270861
2,291116,1001411,9644,2719946,602016,105303
3,42049,1179811,11290,2689124,592616,109948
4,173203,2657785,7934,2738606,585717,99306
5,90050,929281,8639,2439470,532001,90691
6,18554,934717,7772,2494097,533737,94522
7,18731,2344322,7943,3251421,529613,93502
8,18673,936971,8022,2586849,537932,92886
9,42412,934838,8724,2451326,526019,92214
10,19031,929979,7728,2803429,519485,96663
11,19087,919811,7998,3397937,538634,94998
12,18520,938302,8097,2651378,536684,88457
13,18435,946407,15267,2473368,522146,86366
14,19733,923052,8728,3518882,560784,84462
15,19581,928812,8349,2480314,532277,90768
