i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,40171,495088,6490,1263404,404097,85355
2,29559,388230,4430,1354113,9565260,112930
3,10036,405104,5122,1155897,419739,75099
4,10682,414491,5312,1146805,427746,57850
5,10375,400227,4099,1147587,428507,53664
6,10230,399955,3491,1140008,432102,56394
7,9940,399970,4276,1145105,431652,56066
8,10202,1456478,5067,1131788,426370,87770
9,10247,372705,3399,1103029,425250,52054
10,10094,376958,3308,1110871,419338,53033
11,9246,381406,3623,1151484,394335,52424
