i,sstep,lambdastep,gammastep,wstep,loss
1,507726523,161018891,756933080,31206561,101496
2,522103158,488127790,859317303,22631987,93933
3,797324338,320298445,736407635,35292059,109565
4,633626628,577901162,863180173,27707229,101936
5,607428403,333472440,746728818,20878127,93812
6,561742074,566176164,882694739,32579245,96182
7,605565574,348867722,743306259,25043241,95861
8,635163273,558893610,865673387,36356665,101703
9,614874489,325642082,740310034,26515407,99951
10,549472217,563624650,865947090,20558474,96338
11,603523904,321946233,739239419,30518657,98734
12,858710775,565306998,906701694,30172667,94291
13,640085309,346102198,738226024,33785074,101925
14,622458903,558919161,856691557,25883205,94696
