i,sstep,lambdastep,gammastep,wstep,loss
1,398739520,156403713,695148348,31294634,90220
2,422225042,413346345,728588308,27872734,94905
3,416316058,355951681,732752790,24268075,97368
4,419833012,359079515,724862065,32682070,90067
5,451526962,353391702,726633376,27147429,94002
6,384297656,351072434,730009649,25512371,90028
7,354284179,352259546,721455009,32553094,89439
8,429848357,356842402,726713664,26931088,92797
9,446656829,352695382,732043641,28711188,92435
10,603679386,354295420,729755084,33825040,91845
11,480264597,353623004,726891710,27023079,92346
12,426640181,354390063,732123520,28627368,90215
