i,sstep,lambdastep,gammastep,wstep,loss
1,2422515555,5335907889,1559177826,184601487,119546
2,747298731,946857022,1235452019,34438054,99358
3,940450506,570632015,1205188748,49859988,113160
4,704152172,586372307,1246078663,43120133,118443
5,683337714,573273758,1222217741,36428671,99595
6,638594035,581049605,1219406974,38115460,116463
7,598072272,565781624,1194075966,49964949,113573
8,745383895,568571522,1230398561,42054511,114042
9,894029014,584770861,1209014094,49547218,106595
10,715060721,578746114,1192533025,46514721,111538
11,802387742,565596285,1230391622,39633882,107450
