i,sstep,lambdastep,gammastep,wstep,loss
1,1270547,30857109,330216615,31283784,55787
2,1873490,62906303,354274249,34056044,61566
3,1838707,72921032,328685567,41119986,58325
4,2032746,62370332,376109419,20655286,63915
5,1872929,42368738,319453972,31563085,59620
6,1858045,43756852,323387476,35280151,61121
7,2013979,42869823,291587683,39889041,66256
8,2043979,45437627,336263787,19101563,57366
9,1888432,44996488,304977155,24451198,51975
10,2058338,44169809,324262009,35337160,53965
11,1907688,43328344,291044936,38477209,68075
12,1845099,45615358,312625442,57201812,68052
13,2250935,46452655,309525104,30066241,60281
14,1871187,43784514,325690905,34263834,60929
