i,sstep,lambdastep,gammastep,wstep,loss
1,669299054,139624560,1232708042,35413306,120789
2,786719510,599863095,1295397137,33368631,156286
3,810563491,263844146,1183122182,39849047,138785
4,911930521,258619859,1174674968,42240526,130711
5,776202731,270278409,1190540068,36269243,120935
6,764325021,269139295,1185317408,35753899,112696
7,820377263,264146316,1181786791,36023154,117729
8,764355608,262409727,1181215793,31195562,125423
9,753250722,265332129,1179596626,36428168,116031
10,822593855,274807775,1189288454,40346121,128483
11,799505850,269566607,1172919657,41820897,131467
12,771004476,261155290,1189776381,37398157,118010
13,747405349,269188214,1183583702,35916283,122860
14,733959563,264284190,1182618524,37122921,117708
