i,sstep,lambdastep,gammastep,wstep,loss
1,550971622,164946673,890380920,24086131,99810
2,635680597,620770349,916439208,29050804,104709
3,609518443,216100354,885093493,30117681,102220
4,629403545,228699866,885748879,34834410,104670
5,657575026,228641893,883935766,39220328,106968
6,734502974,233691793,896436145,23304926,103437
7,669427192,227369314,895631101,25801034,101274
8,708706708,233822616,890501238,28682683,107538
9,636151865,228829672,883305006,30865332,104726
10,631716582,236220153,886924740,35112587,109401
11,676874465,236402752,887983097,39143179,119946
12,693522566,234274413,878572821,40789161,107159
13,690374051,226699550,897065116,23988285,96538
