i,sstep,lambdastep,gammastep,wstep,loss
1,583062894,166950077,1152129493,26409465,101397
2,633848682,788926619,1231025172,42166194,101046
3,738158555,607378424,1223270899,40519380,102280
4,725290145,536407585,1220860955,41323963,103302
5,742949717,607885189,1238042462,46248937,105020
6,811017492,608275797,1231231225,38437891,100220
7,762237534,525250978,1232158015,39403470,102407
8,714468010,512380815,1226939662,36879279,99438
9,726574141,520289760,1237046816,36734287,99559
10,774605576,530126566,1229330252,34690742,99218
