i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,229792,919074,10299,2517995,521826,90175
2,240172,4960876,9842,2636952,539369,308198
3,142685,943408,8509,2386120,537729,98992
4,56753,953456,9037,2533693,580930,99184
5,18273,1047933,9324,2500219,548713,111773
6,54594,932391,7451,3394032,557365,92274
7,36317,930872,7516,2652353,539665,90527
8,17637,952651,7360,2405379,530273,96008
9,19527,945100,7461,3287352,614546,96073
10,18540,955848,8057,2492700,575562,100917
11,18784,952038,7827,2486502,592003,112523
