i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,19419,308147,6025,982530,8109489,72099
2,9062,311332,4259,849976,395670,74987
3,8629,299365,5394,863575,378949,76295
4,8928,321494,5021,943212,419054,72175
5,8295,361301,4706,897285,438707,64895
6,8274,320806,3364,1022457,412892,50079
7,8209,334808,4268,917137,407997,48144
8,7791,293094,4259,918112,370968,47765
9,8232,305908,3706,1888747,409701,46872
10,8075,308991,3352,875717,399748,52459
11,8074,299763,3416,840008,393561,62749
12,8833,300510,3847,894526,409158,45805
13,8354,298078,3682,856328,397465,49103
14,8217,306840,3316,854550,383506,48931
15,8259,299717,3569,838775,388172,47627
16,8056,1191024,3277,922266,375000,74659
17,8065,296290,3401,781984,376105,49164
18,8301,313115,3754,895462,413320,51588
19,8107,303329,3102,888928,401525,45123
