i,sstep,lambdastep,gammastep,wstep,loss
1,316097378,157319350,578590179,22416220,82760
2,366254233,314029583,644878187,22236092,80893
3,372964659,590556257,599440004,24682629,95596
4,531095983,256741703,591971657,41724414,95824
5,419095498,205222250,581138226,38785656,94275
6,460664230,269953560,584558040,35174454,95657
7,452183659,253316497,584254781,32385087,101358
8,364792484,252697433,586207741,30696476,83594
9,341193960,270628655,587275695,28749525,84474
10,375461422,258015164,589610582,27514079,88001
11,369831545,269003689,587676263,25407890,84740
12,414543993,267617360,591385985,25052738,121324
13,467412571,251473106,594210383,22204555,81656
