i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,10874,275334,11871,778007,402682,79291
2,7699,277602,4846,801989,394184,69878
3,7535,304607,4048,733409,396084,65869
4,8142,250560,3636,10370503,629013,60375
5,7033,238364,2662,653646,391690,59727
6,6917,267884,3254,642359,393810,63952
7,6890,211497,3092,645105,407467,54150
8,6768,207621,3110,648033,419437,48393
9,6566,263410,2728,648482,417426,44498
10,7119,251010,2583,689083,387204,44451
11,7300,271891,3754,672115,386049,44921
12,6069,248945,2437,690243,386238,42475
13,6220,202794,4060,675874,369703,41103
14,6711,191720,3054,1652982,407036,44017
15,6606,192418,2897,537825,375905,44265
16,6658,195880,2275,566261,384255,45153
