i,sstep,lambdastep,gammastep,wstep,loss
1,459520010,166212275,994208279,47775008,123633
2,776606503,825229190,1052964123,48349201,112885
3,733170068,647270170,1019985832,30654974,101810
4,661930762,252494410,1020832033,30688777,99711
5,671446902,376981315,988028287,31696575,97204
6,704033979,264921441,989321730,30597494,100964
7,616644511,254766062,987970476,31510075,102252
8,707577030,246646299,987397486,31470172,106917
9,645128899,253568704,986544377,30892875,99876
10,648252041,245835043,986549055,30943374,99875
11,672244856,245823133,990501947,31524510,100270
12,671975291,253393432,993603690,30942869,103746
13,686360727,253867198,986750362,31068694,98788
