i,sstep,lambdastep,gammastep,wstep,loss
1,376648355,163122492,672024199,25973952,79866
2,93193649,315013968,607670512,32534984,88303
3,118768916,295027418,675256090,20627412,82312
4,436334628,375686598,614760595,23626557,88129
5,370428782,293361780,665225774,28895236,85395
6,405913260,403963992,602400242,34478481,95211
7,412261123,301819346,671870069,20702746,84362
8,464848404,399630243,612338189,25463527,109808
9,419873795,301693639,665110262,31030420,84601
10,348291912,404590572,600922940,35508843,87095
11,451593181,296699959,679431831,21928373,86365
12,447889213,371074895,610621535,26731571,92392
13,381446151,308666295,652961841,32151685,83869
14,372849424,387201840,628313696,28230670,83074
15,394276732,308836842,675979281,23518522,96021
