K,eps_CL,eps_E,tol,time,acc
34,8.715517098831233,0.012826498305280605,3.47168681892656e-8,10.868486093,0.7428571428571429
34,8.706075431696396,0.012826498305280605,3.47168681892656e-8,7.241960095,0.7428571428571429
34,8.69663376456156,0.012826498305280605,3.47168681892656e-8,6.842311219,0.7142857142857143
34,8.68719209742672,0.012826498305280605,3.47168681892656e-8,6.655120077,0.7142857142857143
34,8.677750430291884,0.012826498305280605,3.47168681892656e-8,5.904458103,0.7714285714285715
34,8.668308763157045,0.012826498305280605,3.47168681892656e-8,5.774076467,0.7428571428571429
34,8.658867096022208,0.012826498305280605,3.47168681892656e-8,5.899222953,0.7428571428571429
34,8.649425428887369,0.012826498305280605,3.47168681892656e-8,6.646360425,0.6285714285714286
34,8.639983761752532,0.012826498305280605,3.47168681892656e-8,4.59537288,0.6571428571428571
34,8.630542094617695,0.012826498305280605,3.47168681892656e-8,6.865220937,0.7142857142857143
34,8.621100427482856,0.012826498305280605,3.47168681892656e-8,7.786177317,0.8
34,8.611658760348018,0.012826498305280605,3.47168681892656e-8,4.628816804,0.7142857142857143
34,8.60221709321318,0.012826498305280605,3.47168681892656e-8,8.910937717,0.7714285714285715
34,8.592775426078344,0.012826498305280605,3.47168681892656e-8,5.646077081,0.5428571428571428
34,8.583333758943503,0.012826498305280605,3.47168681892656e-8,7.077402698,0.7428571428571429
34,8.573892091808666,0.012826498305280605,3.47168681892656e-8,7.43069503,0.8285714285714286
34,8.564450424673828,0.012826498305280605,3.47168681892656e-8,6.694610144,0.8
34,8.55500875753899,0.012826498305280605,3.47168681892656e-8,7.956016181,0.7428571428571429
34,8.545567090404152,0.012826498305280605,3.47168681892656e-8,7.001012629,0.7428571428571429
34,8.536125423269315,0.012826498305280605,3.47168681892656e-8,7.209963667,0.7428571428571429
34,8.526683756134476,0.012826498305280605,3.47168681892656e-8,4.235257705,0.7142857142857143
34,8.51724208899964,0.012826498305280605,3.47168681892656e-8,5.475551396,0.8
34,8.5078004218648,0.012826498305280605,3.47168681892656e-8,8.05315922,0.6285714285714286
34,8.498358754729963,0.012826498305280605,3.47168681892656e-8,10.446289469,0.7142857142857143
34,8.488917087595127,0.012826498305280605,3.47168681892656e-8,5.762677004,0.7714285714285715
34,8.479475420460288,0.012826498305280605,3.47168681892656e-8,7.402012835,0.6285714285714286
34,8.470033753325449,0.012826498305280605,3.47168681892656e-8,6.165892849,0.7714285714285715
34,8.460592086190612,0.012826498305280605,3.47168681892656e-8,5.639397729,0.6857142857142857
34,8.451150419055775,0.012826498305280605,3.47168681892656e-8,8.092485963,0.7142857142857143
34,8.441708751920936,0.012826498305280605,3.47168681892656e-8,5.927700327,0.7714285714285715
34,8.4322670847861,0.012826498305280605,3.47168681892656e-8,5.702578784,0.6857142857142857
34,8.42282541765126,0.012826498305280605,3.47168681892656e-8,6.042451739,0.7428571428571429
34,8.413383750516424,0.012826498305280605,3.47168681892656e-8,9.244721977,0.7142857142857143
34,8.403942083381585,0.012826498305280605,3.47168681892656e-8,5.789798596,0.7428571428571429
34,8.394500416246748,0.012826498305280605,3.47168681892656e-8,7.313824278,0.7428571428571429
34,8.38505874911191,0.012826498305280605,3.47168681892656e-8,5.774204842,0.7428571428571429
34,8.375617081977072,0.012826498305280605,3.47168681892656e-8,8.518003213,0.6857142857142857
34,8.366175414842234,0.012826498305280605,3.47168681892656e-8,10.690827463,0.6285714285714286
34,8.356733747707397,0.012826498305280605,3.47168681892656e-8,7.004084388,0.8571428571428571
34,8.34729208057256,0.012826498305280605,3.47168681892656e-8,4.601283735,0.6857142857142857
34,8.337850413437721,0.012826498305280605,3.47168681892656e-8,8.142042311,0.7714285714285715
34,8.328408746302884,0.012826498305280605,3.47168681892656e-8,7.184909281,0.6285714285714286
34,8.318967079168043,0.012826498305280605,3.47168681892656e-8,9.715739366,0.7428571428571429
34,8.309525412033206,0.012826498305280605,3.47168681892656e-8,5.484693002,0.6285714285714286
34,8.300083744898368,0.012826498305280605,3.47168681892656e-8,5.615977599,0.6857142857142857
34,8.29064207776353,0.012826498305280605,3.47168681892656e-8,5.911752637,0.8
34,8.281200410628692,0.012826498305280605,3.47168681892656e-8,5.873459584,0.7714285714285715
34,8.271758743493855,0.012826498305280605,3.47168681892656e-8,7.910819255,0.6857142857142857
34,8.262317076359016,0.012826498305280605,3.47168681892656e-8,6.887431001,0.7714285714285715
34,8.25287540922418,0.012826498305280605,3.47168681892656e-8,6.790956063,0.8285714285714286
34,8.24343374208934,0.012826498305280605,3.47168681892656e-8,4.643341038,0.7428571428571429
34,8.233992074954504,0.012826498305280605,3.47168681892656e-8,6.831257789,0.7142857142857143
34,8.224550407819667,0.012826498305280605,3.47168681892656e-8,4.855344627,0.7714285714285715
34,8.215108740684828,0.012826498305280605,3.47168681892656e-8,6.304440699,0.8285714285714286
34,8.205667073549991,0.012826498305280605,3.47168681892656e-8,5.817336101,0.7142857142857143
34,8.196225406415152,0.012826498305280605,3.47168681892656e-8,5.650917909,0.7428571428571429
34,8.186783739280315,0.012826498305280605,3.47168681892656e-8,9.80188385,0.7428571428571429
34,8.177342072145477,0.012826498305280605,3.47168681892656e-8,5.081745815,0.7142857142857143
34,8.16790040501064,0.012826498305280605,3.47168681892656e-8,6.091816182,0.7142857142857143
34,8.158458737875801,0.012826498305280605,3.47168681892656e-8,5.848044413,0.6
34,8.149017070740964,0.012826498305280605,3.47168681892656e-8,5.932287732,0.6
34,8.139575403606125,0.012826498305280605,3.47168681892656e-8,5.663185143,0.7714285714285715
34,8.130133736471288,0.012826498305280605,3.47168681892656e-8,6.961180883,0.7714285714285715
34,8.120692069336451,0.012826498305280605,3.47168681892656e-8,7.046053875,0.7714285714285715
34,8.111250402201613,0.012826498305280605,3.47168681892656e-8,7.330076991,0.7714285714285715
34,8.101808735066774,0.012826498305280605,3.47168681892656e-8,6.030619462,0.6857142857142857
34,8.092367067931937,0.012826498305280605,3.47168681892656e-8,6.970429305,0.7142857142857143
34,8.0829254007971,0.012826498305280605,3.47168681892656e-8,9.732622942,0.7142857142857143
34,8.073483733662261,0.012826498305280605,3.47168681892656e-8,6.892437305,0.7428571428571429
34,8.064042066527424,0.012826498305280605,3.47168681892656e-8,5.875392611,0.7714285714285715
34,8.054600399392584,0.012826498305280605,3.47168681892656e-8,7.997312696,0.8571428571428571
34,8.045158732257747,0.012826498305280605,3.47168681892656e-8,6.027944009,0.7428571428571429
34,8.035717065122908,0.012826498305280605,3.47168681892656e-8,5.908811726,0.8285714285714286
34,8.026275397988071,0.012826498305280605,3.47168681892656e-8,6.04396933,0.7428571428571429
34,8.016833730853234,0.012826498305280605,3.47168681892656e-8,8.337428731,0.8571428571428571
34,8.007392063718395,0.012826498305280605,3.47168681892656e-8,5.806517547,0.8285714285714286
34,7.997950396583557,0.012826498305280605,3.47168681892656e-8,8.466471681,0.7142857142857143
34,7.98850872944872,0.012826498305280605,3.47168681892656e-8,3.547158419,0.8
34,7.979067062313882,0.012826498305280605,3.47168681892656e-8,8.253932557,0.7714285714285715
34,7.969625395179044,0.012826498305280605,3.47168681892656e-8,7.382661753,0.7428571428571429
34,7.960183728044205,0.012826498305280605,3.47168681892656e-8,4.871521553,0.6571428571428571
34,7.950742060909368,0.012826498305280605,3.47168681892656e-8,6.906159792,0.6285714285714286
34,7.94130039377453,0.012826498305280605,3.47168681892656e-8,6.941636663,0.7428571428571429
34,7.9318587266396925,0.012826498305280605,3.47168681892656e-8,8.503637178,0.8285714285714286
34,7.9224170595048555,0.012826498305280605,3.47168681892656e-8,9.29042462,0.7428571428571429
34,7.912975392370017,0.012826498305280605,3.47168681892656e-8,9.679499897,0.8
34,7.903533725235179,0.012826498305280605,3.47168681892656e-8,8.572957447,0.6
34,7.894092058100341,0.012826498305280605,3.47168681892656e-8,7.054813669,0.8
34,7.884650390965504,0.012826498305280605,3.47168681892656e-8,7.234755162,0.6857142857142857
34,7.875208723830666,0.012826498305280605,3.47168681892656e-8,7.535013418,0.7142857142857143
34,7.8657670566958275,0.012826498305280605,3.47168681892656e-8,5.885162283,0.7142857142857143
34,7.856325389560989,0.012826498305280605,3.47168681892656e-8,5.938047126,0.8285714285714286
34,7.846883722426152,0.012826498305280605,3.47168681892656e-8,10.973698101,0.6857142857142857
34,7.837442055291314,0.012826498305280605,3.47168681892656e-8,6.044919249,0.8
34,7.828000388156476,0.012826498305280605,3.47168681892656e-8,7.223549182,0.6857142857142857
34,7.818558721021638,0.012826498305280605,3.47168681892656e-8,8.47414807,0.6857142857142857
34,7.8091170538868,0.012826498305280605,3.47168681892656e-8,7.249776772,0.6571428571428571
34,7.799675386751963,0.012826498305280605,3.47168681892656e-8,5.952722595,0.6571428571428571
34,7.790233719617124,0.012826498305280605,3.47168681892656e-8,8.201660694,0.4857142857142857
34,7.780792052482288,0.012826498305280605,3.47168681892656e-8,4.763672983,0.6
34,7.771350385347449,0.012826498305280605,3.47168681892656e-8,7.411980074,0.7428571428571429
34,7.761908718212611,0.012826498305280605,3.47168681892656e-8,6.297296228,0.8571428571428571
34,7.752467051077773,0.012826498305280605,3.47168681892656e-8,5.904885242,0.7428571428571429
34,7.7430253839429355,0.012826498305280605,3.47168681892656e-8,22.558027645,0.7142857142857143
34,7.7335837168080985,0.012826498305280605,3.47168681892656e-8,7.122248738,0.5714285714285714
34,7.72414204967326,0.012826498305280605,3.47168681892656e-8,7.39741086,0.7714285714285715
34,7.714700382538422,0.012826498305280605,3.47168681892656e-8,14.302698795,0.7714285714285715
34,7.705258715403584,0.012826498305280605,3.47168681892656e-8,4.720675197,0.8
34,7.695817048268745,0.012826498305280605,3.47168681892656e-8,9.431597448,0.6285714285714286
34,7.686375381133908,0.012826498305280605,3.47168681892656e-8,5.879457788,0.6857142857142857
34,7.6769337139990705,0.012826498305280605,3.47168681892656e-8,5.774811579,0.6285714285714286
34,7.667492046864233,0.012826498305280605,3.47168681892656e-8,3.714927596,0.8
34,7.658050379729395,0.012826498305280605,3.47168681892656e-8,8.330179292,0.7714285714285715
34,7.648608712594556,0.012826498305280605,3.47168681892656e-8,6.942552857,0.7714285714285715
34,7.639167045459719,0.012826498305280605,3.47168681892656e-8,8.341540555,0.7428571428571429
34,7.629725378324881,0.012826498305280605,3.47168681892656e-8,6.008388735,0.7428571428571429
34,7.620283711190043,0.012826498305280605,3.47168681892656e-8,5.912235318,0.7142857142857143
34,7.6108420440552065,0.012826498305280605,3.47168681892656e-8,4.85164628,0.7428571428571429
34,7.601400376920368,0.012826498305280605,3.47168681892656e-8,10.849880872,0.6
34,7.59195870978553,0.012826498305280605,3.47168681892656e-8,7.005734424,0.7714285714285715
34,7.582517042650691,0.012826498305280605,3.47168681892656e-8,10.791064438,0.6571428571428571
34,7.573075375515854,0.012826498305280605,3.47168681892656e-8,5.959614922,0.5714285714285714
34,7.563633708381016,0.012826498305280605,3.47168681892656e-8,5.884575916,0.6571428571428571
34,7.554192041246178,0.012826498305280605,3.47168681892656e-8,4.616930031,0.7714285714285715
34,7.54475037411134,0.012826498305280605,3.47168681892656e-8,8.415105536,0.8285714285714286
34,7.535308706976503,0.012826498305280605,3.47168681892656e-8,6.994482193,0.6571428571428571
34,7.525867039841665,0.012826498305280605,3.47168681892656e-8,8.451523464,0.7142857142857143
34,7.516425372706827,0.012826498305280605,3.47168681892656e-8,8.293925416,0.6285714285714286
34,7.506983705571988,0.012826498305280605,3.47168681892656e-8,4.813919424,0.6857142857142857
34,7.497542038437151,0.012826498305280605,3.47168681892656e-8,8.327837954,0.8
34,7.4881003713023135,0.012826498305280605,3.47168681892656e-8,6.932453058,0.7142857142857143
34,7.478658704167476,0.012826498305280605,3.47168681892656e-8,7.252392083,0.8285714285714286
34,7.469217037032639,0.012826498305280605,3.47168681892656e-8,7.546127351,0.7142857142857143
34,7.4597753698978,0.012826498305280605,3.47168681892656e-8,6.813394413,0.6285714285714286
34,7.450333702762961,0.012826498305280605,3.47168681892656e-8,5.682015317,0.6571428571428571
34,7.440892035628123,0.012826498305280605,3.47168681892656e-8,7.313592839,0.8
34,7.431450368493286,0.012826498305280605,3.47168681892656e-8,5.923598016,0.7428571428571429
34,7.422008701358449,0.012826498305280605,3.47168681892656e-8,5.709860791,0.7142857142857143
34,7.41256703422361,0.012826498305280605,3.47168681892656e-8,8.385243089,0.7714285714285715
34,7.403125367088772,0.012826498305280605,3.47168681892656e-8,6.258654007,0.7142857142857143
34,7.393683699953935,0.012826498305280605,3.47168681892656e-8,5.974364923,0.7428571428571429
34,7.384242032819097,0.012826498305280605,3.47168681892656e-8,6.002122635,0.7714285714285715
34,7.374800365684259,0.012826498305280605,3.47168681892656e-8,5.914185159,0.7142857142857143
34,7.365358698549421,0.012826498305280605,3.47168681892656e-8,5.888714905,0.8857142857142857
34,7.355917031414584,0.012826498305280605,3.47168681892656e-8,7.047964723,0.6857142857142857
34,7.346475364279746,0.012826498305280605,3.47168681892656e-8,4.59564196,0.7714285714285715
34,7.337033697144908,0.012826498305280605,3.47168681892656e-8,4.854183597,0.7142857142857143
34,7.327592030010071,0.012826498305280605,3.47168681892656e-8,6.324515395,0.8
34,7.318150362875231,0.012826498305280605,3.47168681892656e-8,7.872578152,0.7714285714285715
34,7.3087086957403935,0.012826498305280605,3.47168681892656e-8,8.055711912,0.6571428571428571
34,7.299267028605556,0.012826498305280605,3.47168681892656e-8,9.324744288,0.8
34,7.289825361470719,0.012826498305280605,3.47168681892656e-8,6.794460521,0.7714285714285715
34,7.280383694335881,0.012826498305280605,3.47168681892656e-8,6.512252135,0.6
34,7.270942027201042,0.012826498305280605,3.47168681892656e-8,5.976178129,0.6857142857142857
34,7.261500360066204,0.012826498305280605,3.47168681892656e-8,11.941318727,0.8
34,7.252058692931367,0.012826498305280605,3.47168681892656e-8,9.271589583,0.6857142857142857
34,7.242617025796529,0.012826498305280605,3.47168681892656e-8,7.42772901,0.7714285714285715
34,7.233175358661692,0.012826498305280605,3.47168681892656e-8,6.824325035,0.6571428571428571
34,7.223733691526853,0.012826498305280605,3.47168681892656e-8,4.659579747,0.8857142857142857
34,7.214292024392016,0.012826498305280605,3.47168681892656e-8,11.646729874,0.8857142857142857
34,7.204850357257178,0.012826498305280605,3.47168681892656e-8,7.319598122,0.8285714285714286
34,7.19540869012234,0.012826498305280605,3.47168681892656e-8,9.511619727,0.6857142857142857
34,7.185967022987502,0.012826498305280605,3.47168681892656e-8,7.277261803,0.7714285714285715
34,7.176525355852664,0.012826498305280605,3.47168681892656e-8,5.849624532,0.8
34,7.167083688717826,0.012826498305280605,3.47168681892656e-8,8.498763287,0.8571428571428571
34,7.157642021582988,0.012826498305280605,3.47168681892656e-8,7.592198721,0.6857142857142857
34,7.148200354448151,0.012826498305280605,3.47168681892656e-8,6.092173607,0.8
34,7.138758687313313,0.012826498305280605,3.47168681892656e-8,9.251450705,0.8
34,7.129317020178474,0.012826498305280605,3.47168681892656e-8,13.076461097,0.7714285714285715
34,7.1198753530436365,0.012826498305280605,3.47168681892656e-8,7.078279053,0.8
34,7.1104336859087995,0.012826498305280605,3.47168681892656e-8,5.973425081,0.5428571428571428
34,7.100992018773962,0.012826498305280605,3.47168681892656e-8,7.099216381,0.8
34,7.091550351639124,0.012826498305280605,3.47168681892656e-8,7.176212004,0.8285714285714286
34,7.082108684504285,0.012826498305280605,3.47168681892656e-8,8.309154114,0.8285714285714286
34,7.072667017369448,0.012826498305280605,3.47168681892656e-8,8.564754878,0.7428571428571429
34,7.06322535023461,0.012826498305280605,3.47168681892656e-8,9.777969288,0.6857142857142857
34,7.0537836830997716,0.012826498305280605,3.47168681892656e-8,5.838372425,0.8857142857142857
34,7.044342015964935,0.012826498305280605,3.47168681892656e-8,4.360231146,0.6857142857142857
34,7.034900348830096,0.012826498305280605,3.47168681892656e-8,6.117970637,0.8
34,7.025458681695258,0.012826498305280605,3.47168681892656e-8,6.733849847,0.7714285714285715
34,7.01601701456042,0.012826498305280605,3.47168681892656e-8,6.856445036,0.8571428571428571
34,7.006575347425581,0.012826498305280605,3.47168681892656e-8,9.412718599,0.7714285714285715
34,6.997133680290745,0.012826498305280605,3.47168681892656e-8,7.186872116,0.6
34,6.987692013155907,0.012826498305280605,3.47168681892656e-8,4.792034213,0.8571428571428571
34,6.978250346021069,0.012826498305280605,3.47168681892656e-8,5.7078152,0.8
34,6.968808678886232,0.012826498305280605,3.47168681892656e-8,5.785574598,0.7142857142857143
34,6.959367011751393,0.012826498305280605,3.47168681892656e-8,5.629022172,0.6857142857142857
34,6.949925344616556,0.012826498305280605,3.47168681892656e-8,6.017834775,0.8
