i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,5184,41377,1680,272695,29907,52819
2,5079,68557,1498,346526,15364,37230
3,4859,52196,1366,247307,19356,38838
4,4489,52755,1372,247612,14710,44508
5,4408,52891,1290,247640,17215,38052
6,3883,52435,1289,239030,19381,80250
7,4087,51650,1280,269332,15518,83133
8,3920,53940,1190,242781,15583,60568
9,3976,52229,1285,272241,14197,56357
10,3820,55068,1241,245894,16615,48535
11,3646,54304,1198,250366,26347,31243
12,3983,55237,1190,243046,16717,30890
13,3801,53462,1513,245057,18110,32179
14,4042,56039,1148,259085,17312,31288
15,3909,53895,1334,343196,15858,45801
16,3976,99084,1381,389638,17041,45526
