i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,116169,192598,4211,3332492,18687,53312
2,46376,200260,4569,2969019,17717,47126
3,12019,181633,3963,2945981,15784,56820
4,11711,191582,4245,3020604,15766,52317
5,12048,189320,3907,5028743,17146,50971
6,13430,193056,4288,3033447,17076,53321
7,13202,199550,5834,3100765,17690,53022
8,13321,195571,6162,3105249,17095,51885
9,11833,205530,4074,3261625,16149,57407
10,12311,188018,3927,5875913,17292,48017
11,11969,205176,4166,2965391,15681,50074
12,11769,180231,4298,2854532,15382,47004
