i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,72102,377048,7859,10191425,34320,91477
2,42554,365786,10433,8221399,29846,63543
3,23234,353188,6871,10001847,32458,76006
4,21207,369558,6396,9364080,30267,70218
5,23186,361880,7499,8068974,29739,65069
6,20695,1618495,6489,7723569,29445,69755
7,21175,347128,6494,8858417,29030,68540
8,20893,329804,6274,8967116,30235,69391
9,20729,346695,6714,7657344,28372,61992
10,20541,361060,6355,8706111,28917,66484
11,20497,337728,6466,8853092,29037,71501
12,20834,336211,5892,7668140,29005,63722
13,20670,373090,7966,8539863,29050,65866
14,21065,375638,6286,9121214,30490,70953
15,20844,348168,6634,8757872,29256,69320
16,20887,347405,9626,7561668,29914,63221
17,20796,356894,5904,8626616,28699,77350
18,20726,352919,6009,8689702,29339,68094
19,20711,341513,7084,7583657,28131,59760
20,21229,359176,7319,8666666,28865,69481
21,20863,349511,6304,8601432,30318,69823
22,29917,362598,6888,9039760,30289,67782
23,20765,348342,6045,7516886,28683,62175
24,20635,356032,6217,8484559,30111,68588
25,20835,348626,6450,8730642,29611,67702
26,20689,358150,5724,7553664,29689,62501
27,20864,363588,7382,8427638,30197,68087
28,20882,361223,6239,8818885,30692,75420
29,20707,358648,6944,7606823,28945,64394
30,21045,1318089,7843,7440337,29450,72570
31,21573,353506,6158,8751938,30438,71961
32,21049,345628,6282,8576342,30600,68731
33,21345,352921,6926,7495718,29028,61987
34,21336,350768,6442,8525776,30057,67573
35,20615,362857,6232,8603053,31747,69877
36,21209,360988,8049,7507816,29518,63587
37,21065,375791,6308,8536498,31170,69980
38,21145,361818,6935,8532454,30147,78474
39,21111,352467,6214,8796091,30257,71195
40,20830,358684,6366,7467975,29043,62145
41,20685,355835,6723,8409411,29112,68228
42,20879,356598,6526,8803763,31182,68754
43,20910,360882,6603,7486270,29988,61836
44,21134,373478,6803,8350784,30343,70466
45,20804,355560,6778,8716260,30818,70646
46,20893,363146,7144,8576791,29930,66474
47,21447,351880,9196,7415157,29373,61702
48,21235,365067,11344,8635582,31119,68144
49,21137,356925,7169,8532090,29988,67930
50,21134,350739,6833,7448183,28775,61316
51,20911,356974,5968,8461165,28971,69440
52,20878,356592,6330,8514772,30855,70812
53,20980,362771,7075,7576306,29213,61869
54,21025,1484792,7517,7451264,31045,71939
55,21027,353433,6470,8491787,30277,70333
56,21005,363652,6092,8730466,30742,68516
57,21116,372572,6939,7424104,29258,60892
58,20910,367354,7170,8439676,30217,70587
59,20929,365687,6652,8701627,31375,68607
60,21647,361758,6146,7529422,30695,70776
61,21157,365330,7818,8329648,30404,65859
62,21041,359672,6342,8893097,30941,72078
63,20987,359649,6959,8480398,30402,69057
64,26703,357266,8478,7645976,36052,66874
65,20918,365871,6297,9366002,32005,70509
66,21086,358849,6855,8812569,31348,68855
67,25305,368641,7293,7649278,30383,61920
68,21793,359734,6211,8710039,31017,70679
69,21671,362897,6492,8636509,30336,71613
70,24424,411707,7526,9010039,32887,70225
71,23804,375955,6724,7474321,31920,68956
72,21503,387634,6226,8673957,30900,72435
73,20923,364636,6562,8864939,29856,68637
74,21222,371687,6853,7499933,30664,64416
75,20788,360770,7256,8400292,30298,70420
76,25635,366366,6529,8663184,31598,68081
77,21067,360797,6373,7511840,29867,63931
78,24933,1312773,8945,7440774,31307,70193
79,21187,357455,6079,8688732,31015,70362
80,21241,362145,6201,8517668,30569,74160
81,21162,368964,6379,7519952,29683,62693
82,21436,360777,6339,8547078,29942,70371
83,21052,366726,6512,8493863,30648,69213
84,21190,368737,8813,7521368,29173,64592
85,20866,375185,6448,8475182,30034,70634
86,21230,367954,6407,8455656,30302,71834
87,21503,373418,6565,8711911,31216,131330
88,20740,380656,6225,7423136,35339,66987
89,21198,359953,6267,8428262,30089,78337
90,21035,362863,6091,8693290,31087,68114
91,21377,359047,6241,7485399,30933,63319
92,21433,361716,7243,8343869,31336,69589
93,21072,361908,6959,8692237,31135,70900
94,21599,365215,6318,8524313,30564,70403
95,21200,359215,8761,7383167,30210,63004
96,21199,351581,6174,8619686,30072,70649
97,21199,367616,6988,8436262,30422,68788
98,21163,374522,6441,7483070,30605,64067
99,21249,373008,6693,8500113,31317,70969
100,21114,368826,6681,8445733,30228,67680
