i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,51896,466476,8637,14464784,33821,83940
2,28108,452112,8560,13667692,34776,85507
3,25514,481538,7642,11968058,31109,82117
4,25272,453470,7831,11795819,31475,81881
5,45874,441435,23583,11968286,46634,94612
6,25287,460812,12681,11810387,33231,82371
7,25414,445919,7482,11434896,31666,82747
8,25878,441895,7979,11567334,33522,81638
9,25473,443965,9919,11367791,33438,79940
10,26029,451490,7960,11390738,34668,81375
11,26517,463060,8947,11388779,35315,79138
12,25752,462400,8206,11361672,34645,78328
13,26712,454109,8728,12006971,36726,80076
14,27105,1521156,8517,11432324,35846,76355
15,26179,431868,8330,11378340,36707,78848
16,25716,438116,7780,11221178,34982,75646
17,26522,427098,7869,11409579,36806,78481
18,25962,433268,7453,11284368,35370,75576
19,26873,427306,8022,11405493,38717,77358
20,25607,432495,7670,11242222,34723,77211
21,29085,436384,9333,11698104,41359,82362
22,26096,485244,8411,11332564,35783,78309
23,26759,445659,8336,11512974,38747,79244
24,27147,456180,8958,11290646,36518,79102
25,25582,445701,7733,11347501,37679,78887
26,26138,452063,10887,11315634,36569,77970
27,26623,492687,7668,11350237,36662,80248
28,26596,441501,10476,11196609,37917,80040
29,26446,1427198,7420,11235582,38928,75654
30,26181,436619,8273,11307717,39600,78368
31,26068,440751,11239,11120522,36469,78919
32,26266,429140,8050,11292553,38276,78026
33,26403,432355,8190,11183426,37349,77494
34,26192,430426,8053,11289096,37942,74167
35,26007,426255,8622,11174599,37030,85267
36,26153,425925,7523,11329458,37057,82709
37,26496,429385,7699,11285677,36916,80770
38,25860,440046,7588,11453123,36166,85231
39,27035,431266,11593,11269065,36332,86602
40,26411,441271,7389,11310336,35124,78276
41,26652,437887,9523,11218386,36721,78773
42,29747,442352,8533,11329026,40167,83106
43,26428,479552,9211,11202769,38687,78631
44,25692,459079,7659,11413718,38159,1342009
45,27194,459495,8343,14963780,42964,77301
46,26658,457256,7629,11300690,37393,79213
47,26307,443548,7666,11415464,36936,76685
48,25840,443927,7337,11231972,37569,78535
49,26206,438443,7764,11281809,37395,76966
50,26503,444566,7959,11202614,36889,77224
51,26144,453388,7891,11371482,38021,78847
52,26398,448222,7764,11196371,35851,79830
53,26076,446604,9330,11350656,36343,76688
54,26834,454366,8126,11111740,35904,79886
55,26585,437170,8122,11411066,38009,80701
56,26702,440539,9302,11181308,38579,80979
57,28878,438229,7853,19705184,45910,79745
58,26943,465552,11852,13015959,37677,80927
59,26538,446908,7816,11648584,39516,81906
60,27337,1329189,7702,11564699,44151,77651
61,26687,453733,8082,11146531,37758,77480
62,26184,447744,7866,11339904,36223,75330
63,26788,441788,7610,11085321,36023,77805
64,26782,435257,7526,11329215,36945,79385
65,26441,432349,8321,11154677,37293,79567
66,26446,443718,7687,11345009,37412,79432
67,26454,438429,7409,11163314,37465,86198
68,26170,439186,7974,11485140,37192,80134
69,30550,449347,9079,11262690,40848,79876
70,26922,445740,7586,11406511,39895,81796
71,26317,440520,10783,11117356,38338,86613
72,26326,436594,7710,11289803,39464,79065
73,26894,440380,7355,11153262,38813,79125
74,26815,514429,7602,11744402,40361,80309
75,26590,448926,8092,12750711,42051,83625
76,27626,459204,7938,11257702,38312,81889
77,26503,433751,7685,11388730,39400,80862
78,26227,443147,7554,11181515,36079,78039
79,27337,436421,7593,11540292,38007,79166
80,27125,449221,7519,11318560,37874,81729
81,26101,440887,8913,11287609,37446,77833
82,26558,441574,9356,11194143,35979,79746
83,26607,453596,8708,11346798,37094,79469
84,26900,451725,7573,11195322,37628,79800
85,26248,452349,7875,11391007,37470,80799
86,26797,453287,8577,11160569,38959,80020
87,26676,446782,7719,11303126,39718,78415
88,26151,448912,9614,11137837,38775,78837
89,26812,436403,8109,11360695,37692,81256
90,31821,438999,9906,11234890,39121,82861
91,26702,1417905,8272,11661884,38226,77548
92,31508,431145,9283,15020942,41607,81593
93,25644,444709,7834,11233691,37352,86390
94,26196,430932,8206,11266868,38053,80212
95,26209,433652,8088,11187348,38474,80802
96,26256,442216,8424,11322832,37155,79830
97,26280,444168,7705,11140029,37779,82743
98,26140,443976,8097,11306612,37596,79715
99,26173,441131,7716,11184902,37985,82483
100,26442,443686,7880,11359187,37065,82028
