i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,14392,71095,2468,485928,36965,41718
2,6418,109587,2069,436784,30136,55250
3,6093,80311,2220,421431,19586,33778
4,5825,85459,1920,467388,18578,35505
5,5899,84245,2373,434654,18943,33433
6,5470,82741,2093,438130,18322,34930
7,5084,80509,2271,612254,28549,35066
8,5744,80497,2117,464704,20139,34552
9,5259,82978,1756,441433,18338,34889
10,5350,81628,2119,467202,18198,35992
11,5461,80933,1769,438453,25738,35013
12,5640,81056,2444,439242,18634,36011
13,5435,81039,2477,463615,18686,35116
