i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,168209,391023,6321,9541363,33026,76362
2,22389,417679,6418,9088477,32120,72963
3,21518,379262,6037,9594414,30689,73607
4,21449,379764,7161,7802248,29378,65276
5,21574,381185,6461,8905827,28752,71792
6,21592,379911,6816,9048019,29320,70757
7,21655,417303,6837,8954053,28441,72848
8,21197,372765,9900,7586473,28513,71100
9,21054,389230,6234,8887778,32984,74622
10,22076,374423,6380,8848411,27638,74071
11,21001,377911,7035,7729997,28809,68382
12,21384,389235,6256,8802544,28516,68170
