i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,103329,190265,4103,3347895,15916,57569
2,68137,219791,3942,2982543,13591,71499
3,35532,193704,4647,4496669,13832,66517
4,47353,195101,4487,3009231,13124,78225
5,35043,187205,5157,2963424,12089,80938
6,64101,198484,8816,3107976,12778,73000
7,58986,203489,5602,3613701,12173,77622
8,46545,190899,4002,6130329,13206,47702
9,35247,228011,4461,2982005,12182,50920
10,23682,187253,4191,2853783,12625,66144
11,23980,189043,4724,3017827,12127,68020
12,11883,199425,3910,2866999,11702,57293
13,27663,210066,4422,4722739,12926,47523
14,12164,195501,3682,2834417,12209,51704
15,23779,184856,5991,2843295,12196,50809
16,11921,184848,11651,3000446,11673,51758
17,11604,192088,4932,3051440,12065,54738
18,12038,193447,3642,5717192,12321,49258
19,11881,197688,3593,2888760,12468,48441
20,11762,184848,4089,2867228,12146,48465
21,11631,189593,3766,2906103,11614,53270
22,11895,199080,4019,4594636,12587,49136
23,11933,194888,3786,2897136,12190,51496
24,11840,194878,3872,2893982,11904,50366
