i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,21544,246426,3484,1508194,32197,60193
2,9857,155213,3686,1337711,32787,48950
3,14594,152242,3593,1451708,35518,48427
4,9492,170785,4011,1427485,30203,43262
5,9946,142426,3761,2388080,37223,42520
6,9480,154270,7665,1262842,29994,45570
7,10773,151594,3943,1427835,33879,46279
8,9657,174986,3555,1372232,29142,43695
9,10445,154355,8865,1552683,33724,43973
10,10561,166676,4658,1598234,32659,53808
11,9298,154669,4119,1274901,32653,38363
12,9805,144865,3035,3535535,33121,40221
13,10594,152554,3651,1257241,34847,45416
14,9578,162042,2993,1356407,29321,43410
15,10878,178861,3295,1419236,34244,46627
16,9535,164147,3142,1431042,28362,43815
17,9434,149869,3199,1281574,30915,42750
18,9367,156897,3569,1218637,28226,37036
19,10172,132212,3514,2024827,35298,39820
20,9371,141567,3159,1230724,29261,42406
21,9719,147752,3005,1285940,29810,44888
22,10584,154923,3821,1390766,31853,48391
23,9827,165016,3458,1400290,30529,44882
24,9589,151416,3717,1503394,27759,43045
25,9427,151831,4955,1337616,29062,35596
26,9528,132623,3385,3012753,31923,40829
27,9482,153796,3329,1216907,31347,42190
28,9518,147810,3006,1288070,29504,44794
29,9704,151590,3078,1314098,30126,44301
30,10047,153424,3055,1314598,27638,43231
31,9608,155060,3059,1322523,29355,41685
32,9551,159473,2960,1303029,27619,39189
33,9450,133682,3718,1215950,29056,43006
34,9972,914908,3785,1206604,30484,39238
35,9665,143899,3252,1241558,31412,38918
36,9809,149365,3900,1328054,28713,44667
37,10631,153343,3605,1403547,33941,45655
38,9637,162518,5075,1475566,29187,44218
39,9478,146516,3800,1388151,29174,42829
40,9263,147994,3097,1230734,27225,39931
41,9711,158029,2870,2964523,34637,38815
42,9572,149283,3340,1239677,29924,42159
43,9487,149431,3288,1295918,31188,42249
44,9806,151037,2979,1294450,28675,43871
45,9409,163147,2963,1283147,29422,39345
46,9397,152412,2738,1294316,31423,44022
47,9210,151211,3437,1215058,29256,37394
48,9671,137241,3426,2015207,32538,39179
49,9638,154540,2952,1186511,30864,39857
50,9684,147330,3194,1307791,28461,42714
51,9612,158984,3378,1352927,30768,43424
52,9601,152057,3718,1368882,28121,42515
53,9796,151552,3184,1525749,30117,47105
54,9548,152515,4281,1299856,27214,38037
55,9682,135888,2820,2979692,34765,37674
56,9507,151157,2800,1196596,29597,38999
57,9456,143389,2688,1247559,30710,43841
58,9957,160040,2885,1270065,28846,42767
59,9390,151293,3011,1266084,28872,43479
60,9457,148875,2989,1270527,27856,42150
61,9442,153040,3581,1253816,29136,38222
62,9973,135014,3321,2003795,31897,39488
63,9594,144695,2899,1174262,31030,39151
64,9563,151550,3433,1278574,27932,42990
65,9801,155042,3139,1355774,31097,47268
66,9529,153070,3416,1337801,28870,44288
67,9700,153658,5657,1514974,30303,43503
68,9107,150686,4250,1376046,27225,42351
69,9182,140675,3355,1283505,29101,43131
70,9684,1866840,3334,1204506,30653,39622
71,9503,151215,2892,1239140,31196,38931
72,9579,152165,3427,1282979,29018,42716
73,9538,151314,3055,1280315,30487,41452
74,9279,156140,2785,1297625,28142,43475
75,9400,150769,3853,1282623,30185,42968
76,9443,149739,3424,1223394,27827,36782
77,9629,147472,3173,1976401,33764,37930
78,9661,146727,3353,1205868,28656,37770
79,9474,147740,3162,1281579,30394,44648
80,9621,151531,4271,1354704,29188,39685
81,9480,150652,7174,1431322,29928,42833
82,9339,159310,3585,1441075,27842,42488
83,9444,150798,3603,1311804,28666,37989
84,9714,141007,3002,3000197,33452,38832
85,9560,152108,2829,1232020,30760,44792
86,9419,150559,3185,1286606,28624,41208
87,9960,153599,3173,1324394,30257,45004
88,9363,151279,3061,1300900,27771,39735
89,9433,151423,3232,1352194,29684,43921
90,9402,149434,3830,1271648,27483,38117
91,9726,136537,3166,2039753,33518,38141
92,9518,145582,3214,1197938,29286,39765
93,9272,145408,3010,1288149,30044,42768
94,9499,150033,3734,1323950,28491,42941
95,9519,153622,4600,1316956,30053,43534
96,9496,151119,3568,1492900,27892,41695
97,9431,150107,4137,1323006,29283,36824
98,9590,141093,3244,3009922,31970,37939
99,9755,148292,3494,1203482,30940,38883
100,9556,146335,2959,1264309,28778,44583
