i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,17326,78367,3242,497277,27955,45259
2,7909,76557,2551,561453,28844,41868
3,6454,99457,2423,570875,15491,44585
4,6058,86804,2838,417449,13370,33603
5,6057,73940,2478,591590,13158,32266
6,5747,73668,1968,494337,22917,43321
7,5528,70103,2906,422794,11110,30922
8,5629,71531,2667,683059,12795,31838
9,5377,71961,2367,497366,21943,49715
10,5305,97714,1989,564984,11812,33112
11,6211,97068,1914,722848,12015,49031
12,5219,133752,2477,705726,10866,49564
13,5705,135833,2218,676205,11680,31034
14,4806,73029,2232,403370,10994,32546
15,5042,69800,2176,420113,10150,31692
16,4664,70250,1926,398415,10410,30789
17,4888,67709,2162,413257,10217,32456
