i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,173208,342958,6191,9443267,27815,86034
2,39952,320658,6669,8483868,25058,68809
3,21317,317262,8721,7221025,24908,68841
4,19189,337501,6090,8473944,23821,67661
5,18997,307354,7379,6944415,23206,63174
6,19244,322068,6058,7759036,23769,71779
7,18829,303414,5732,8149175,23925,63405
8,19325,312128,5976,6653430,23418,61650
9,18870,324457,5829,7591350,24236,64304
10,18932,313146,6159,6697327,22780,70413
11,18864,318191,5969,7717644,24435,67952
12,18857,306165,6174,7833375,23142,63740
13,19209,308090,6593,6483886,22593,60776
14,19469,310923,6134,7712955,23814,63958
15,18991,319589,6687,6659062,22472,63457
16,18929,325710,5836,7488489,23669,64390
17,19003,322956,6411,6620262,22337,1325924
18,19438,349738,5986,6383552,23536,62412
19,19043,314587,5847,7456455,24651,67760
20,19237,313516,6409,6645240,22692,63228
21,18996,321583,6125,7642224,23771,66740
22,18892,317367,5936,6708510,21765,61969
23,18954,1387669,7080,6453804,23400,65132
24,19390,315877,5749,7764662,24739,66498
25,19393,332947,5806,6623512,22334,64496
26,19102,326990,6039,7416799,23540,64680
27,19015,327683,6540,6571303,23666,59908
28,18984,1548166,5785,6428173,23954,71508
29,19000,320046,5977,7522861,24711,69735
30,19275,319684,5981,6624038,22952,67824
31,18939,325059,6202,7620908,24357,65763
32,19232,317830,5885,6549374,23889,60358
33,19437,322615,6246,7415641,23292,65965
34,19426,329807,6502,7794512,24264,66068
35,19156,324612,5774,6539925,23472,61513
36,18873,319267,5752,7422311,24085,65082
37,18939,323599,6185,6652765,23550,65233
38,19090,331237,6366,7517298,26097,65842
39,19091,327847,6399,7509900,24232,64198
40,21536,332741,9109,6508278,24871,65580
41,19056,348547,5868,7622404,24090,65129
42,19116,337450,6024,6619702,22631,63012
43,19511,338699,7502,7352068,23851,65660
44,19419,330739,5994,7785490,29355,65333
45,19163,326455,5909,6487871,27406,66689
46,18913,322491,6431,7425260,24300,63035
47,19147,324502,6224,6579588,26989,62982
48,19053,326968,6726,7556238,24283,67199
49,19131,330225,5823,7583251,24380,65169
50,19338,318131,7160,6504368,22363,65176
51,19133,362833,5547,7830160,23266,66119
52,19422,325187,6126,6566250,22659,64494
53,19065,341473,6019,7379963,23720,65805
54,19086,323901,6004,7818469,24085,66144
55,19220,330843,5892,6440256,22843,63048
56,19085,328597,5636,7400765,24292,64790
57,19503,334688,6630,6550573,23097,65431
58,19184,327151,6023,7668906,23622,67274
59,19682,338707,6003,7590721,24733,72846
60,19636,318584,6418,6662401,23110,65640
61,19455,322544,5556,7658263,24127,65459
62,19693,324344,5841,6477884,23486,66261
63,18900,329048,6204,7412108,23380,65303
64,19400,327193,6581,7848331,24544,66817
65,19075,320351,5857,6389621,23646,58507
66,19344,315325,5801,7393425,23831,63736
67,19641,314452,6280,6501732,22716,64756
68,19294,328404,6112,7553736,24290,65458
69,19226,322695,6208,7595986,24613,62701
70,19046,324828,7720,6402337,22936,63796
71,19486,319494,6146,7619428,24563,65837
72,19258,324365,5984,6488547,22947,61830
73,19204,324655,6108,7404612,24079,65999
74,19163,324815,6232,7840138,24105,66475
75,19601,334349,6844,6388462,23372,60035
76,19111,317678,5944,7404579,23716,62835
77,19202,326452,6827,6542517,23102,62230
78,19107,322692,6078,7589366,24639,65191
79,19607,323862,5942,6529313,22821,1078675
80,19054,363603,7176,6354541,24415,62565
81,18982,317879,5711,7632928,23721,67850
82,19161,337236,6379,6490496,23086,61715
83,19006,319960,6261,7366185,24476,65376
84,19260,330888,7091,6567780,22323,60165
85,19374,1501898,6388,6433725,24301,66145
86,18905,327310,5616,7479549,23804,64767
87,19091,339037,5902,6511489,22682,65265
88,19038,333978,5571,7585021,24594,67369
89,19061,336902,5756,6497940,23640,62103
90,19213,1321321,7721,6374463,23323,67753
91,19157,324284,5869,7723932,23817,64874
92,19004,332302,5759,6509714,23131,63477
93,19309,333436,6987,7385567,23228,62847
94,18971,331063,6101,6568790,23201,64890
95,19806,342487,6550,7584220,24110,68887
96,19403,337677,5894,8066056,25361,65381
97,21616,325839,6568,6641415,25335,66137
98,21502,348709,7293,7819778,26611,72069
99,19397,350649,6609,6671762,23495,64748
100,19238,335285,6922,7360449,24121,74455
