i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,52829,214299,7060,3811787,36093,137475
2,13404,231084,3925,6188144,34076,57167
3,13426,217785,4059,3476048,32289,81398
4,14725,209678,4573,3668676,32920,70838
5,14657,227235,4855,3675872,32808,51034
6,14648,231783,4745,5716302,34054,70850
7,13024,242584,5482,3605817,29761,61112
8,13138,221150,4889,3424194,28948,49071
9,14772,212124,5402,3633626,32669,51763
10,13354,226877,4029,6005958,29264,60669
11,13177,219724,4488,3359003,29947,58679
12,13075,218144,4348,3390245,28332,67433
13,13011,217861,4097,3416532,28398,50797
14,13290,217490,4647,5041087,29041,65007
15,13300,224378,4719,3349622,29590,57341
16,12942,210119,4044,3405031,27442,49085
17,12974,212437,4994,3596830,28196,49642
18,13266,210679,3942,5822807,28576,48409
19,13183,215536,4394,3369597,28705,59147
20,13172,206271,4262,3377738,28004,63301
21,13217,221027,3844,3400483,29791,48211
22,13041,1789347,4377,3412050,29353,75350
23,13039,210577,4901,3385322,28760,57706
24,13233,218593,4773,3418256,27151,50397
25,13618,210109,4022,5997862,30644,47976
26,13356,225874,3958,3394974,27984,58206
27,12964,209436,3710,3353422,28464,65088
28,13119,209627,4731,3430596,27765,48249
29,18809,216041,5061,5047929,39976,75338
30,12939,284396,4573,3420511,27822,59851
31,12836,211123,4168,3387075,28789,49145
32,13013,210193,9870,3463208,26772,45660
33,13178,213108,4550,5933064,30127,47477
34,13579,219201,4280,3383823,28465,56082
35,13301,212028,4392,3352916,28259,62162
36,12994,247281,4756,3465708,27417,46499
37,13155,222802,4242,4865309,29909,68987
38,12978,212881,4395,3358483,28243,56339
39,13014,217043,4196,3413456,28448,45896
40,12984,210807,7541,3564664,27789,45759
41,13030,215336,3993,5732084,29795,47937
42,12993,217177,4114,3362014,28266,55607
43,13062,209405,4118,3376418,28784,70671
44,12876,211097,3690,3377845,27088,45208
45,13270,219932,4479,4831405,29209,62996
46,13002,215242,6073,3364567,28694,58015
47,13111,219171,4724,3401203,28665,50146
48,12873,212492,6011,3582003,27735,47755
49,13180,212126,3957,5703610,29939,47737
50,13089,218991,4810,3359622,28524,55931
51,13063,209299,3926,3375072,28292,61604
52,13322,211235,3952,3376407,27346,50126
53,13345,1640960,4419,3384028,29977,63569
54,13138,220003,4879,3377865,29014,59184
55,13074,207253,4315,3434733,27788,45572
56,13177,209825,4087,5922734,28929,47558
57,13082,227865,3849,3405370,29326,57160
58,13020,208958,4168,3372319,27388,63050
59,13196,210375,4167,3396266,28828,63576
60,13768,259838,4643,5247675,29397,61943
61,12946,216654,4455,3372514,28421,58054
62,13175,209128,4909,3385074,28407,48969
63,13216,210075,4371,3425726,27709,47377
64,13027,210911,4495,5836624,29390,45848
65,13042,220940,3960,3385581,28642,58380
66,13341,212809,4530,3361284,27290,65295
67,13132,214961,4349,3403508,28143,50363
68,13405,214237,4344,4859235,28768,62657
69,13015,217682,3896,3344793,28714,56642
70,13019,211777,4517,3404638,27632,46167
71,12843,207492,8452,3537232,31054,48888
72,13203,213111,3983,5710851,28678,47922
73,13362,214584,4508,3365869,29127,55323
74,13052,217551,3950,3374334,28392,63069
75,12929,213343,4343,3385639,28539,48356
76,13012,217001,3894,4793948,29604,63034
77,12969,211699,4315,3353274,28759,55532
78,13125,205009,4200,3424867,31592,50145
79,12965,210168,5105,3603318,28765,58643
80,13234,218934,4435,5641141,28510,54498
81,13410,214343,4195,3335533,28791,57561
82,12912,218096,4373,3373172,27499,63011
83,13004,209570,4090,3367859,28177,48615
84,13029,211029,3981,4759437,28220,62920
85,12922,221962,4131,3392767,29095,58144
86,13339,209776,5876,3428277,27353,46986
87,13001,219965,5704,3573685,28968,50744
88,13402,2475789,3999,3429240,28999,49154
89,13130,218421,3953,3373921,28639,56253
90,13047,208887,4038,3392631,27256,60637
91,13155,210585,4035,4852436,29703,60724
92,13063,214000,4864,3390807,28216,58601
93,13074,212016,4442,3396262,28513,50357
94,13037,206102,4328,3437952,27158,47598
95,13283,209955,4164,5813716,29639,49669
96,13077,218033,4307,3361608,28081,56629
97,13202,218835,3928,3354691,28873,63968
98,13130,208932,4302,3403791,27357,47477
99,13295,209501,3856,4795480,29494,58979
100,13027,216953,5677,3355871,28006,59741
