i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,218802,380870,8137,8277534,33505,77595
2,21746,409812,6703,9562512,30353,75208
3,24287,393562,7625,10411473,31556,74863
4,21719,409613,6231,9490582,29434,71650
5,21801,411793,6474,7996262,27958,74337
6,21532,379155,6691,8980490,28513,72567
7,21769,373368,6449,9260274,28228,73738
8,21746,378410,6504,9159495,28262,69818
9,21485,374738,7614,7952788,27091,80513
10,21698,381001,6928,9075520,30057,74894
11,22060,391636,7027,8931634,27928,70464
12,22023,375127,6440,9140366,28845,69767
13,22042,382015,6148,8959401,27404,71662
14,21592,371113,6486,7772116,28262,70694
15,21595,382071,6217,9014491,27180,74111
16,22179,381544,6887,8870327,28146,75081
17,22600,392359,6279,9638452,29302,78075
18,21831,372195,6819,7974491,29548,73713
19,21875,387859,6963,9044738,28524,72561
20,21756,376901,6413,9044400,30032,71580
21,21597,382061,6187,8931741,27382,70778
22,21489,368991,8222,7973702,27468,72699
23,21912,1526286,6678,7854542,27924,72027
24,21579,373466,6241,8886132,28680,69785
25,21675,421946,7377,9113005,28730,71239
26,26617,376780,6938,9012919,28944,74289
27,21898,377495,6663,7944504,27767,75392
28,21605,389506,6416,8922193,29312,73289
29,21827,375844,7080,8852725,28223,73366
30,21758,390954,6409,9146104,30252,75500
31,21487,383053,6355,7900386,28517,70743
32,21730,386907,9112,8758439,33787,73632
33,21501,389534,6392,9194914,29324,75935
34,22203,406706,7072,9004889,30250,70099
35,21521,376140,7351,9002593,28572,76313
36,21598,372512,6275,7807909,28193,71954
37,21882,377957,6231,9169030,28092,73941
38,21831,379486,6417,9078026,29731,71682
39,21893,387145,6422,8953664,27850,70231
40,21750,370984,9607,7855683,28491,77364
41,22063,389326,6415,8862363,28531,70936
42,22088,373492,6596,8841462,29996,75767
43,22291,386985,6739,9099257,31016,70580
44,21872,373884,6366,7845771,28708,74442
45,21777,394108,8763,8672035,28190,73197
46,21716,384835,6764,9077545,29656,74161
47,21656,383962,6663,8766279,29091,70956
48,22085,370503,7001,9105431,30853,70524
49,22309,383392,6396,7721639,27951,72163
50,21776,382202,7235,8718977,29146,75293
51,21849,385795,6204,9036996,29363,71601
52,21754,381781,6361,8879686,29173,70088
53,21640,370386,6661,7792926,27715,70356
54,21572,387468,7664,8848040,28797,83475
55,21930,381061,6693,8822540,27732,73223
56,21635,374782,6250,8988893,28897,77480
57,21907,373704,7430,7805228,27262,71311
58,22076,1334335,8609,7840616,28666,70389
59,21993,379566,6620,8910340,28586,71888
60,21585,377066,6880,8845057,29237,69760
61,21752,384690,6685,9050589,28689,70899
62,22149,370670,6923,7765159,28565,71134
63,21757,384038,7096,8693495,28001,72659
64,21632,385186,7217,8964364,29969,71427
65,22032,381481,6712,8879161,28490,73672
66,21710,386095,6410,7959012,28401,73538
67,21805,386787,6203,8863971,28918,77341
68,21554,389725,8228,8810608,28364,69002
69,21698,377700,6920,8993990,28985,73077
70,21647,391446,6490,8936996,28627,69450
71,21501,368970,7657,7753127,27633,71438
72,21640,385929,11029,8931808,29769,73167
73,22200,381576,7304,8758333,28034,70619
74,21850,376168,6780,9033038,30401,80372
75,21648,376966,7487,7798343,27806,70553
76,21693,376146,7321,8739404,27750,72869
77,21644,389595,6780,8929381,29067,72149
78,21509,377541,6706,8835566,29085,70550
79,25305,388129,9296,7915277,27513,74516
80,21686,1463154,6282,7856760,29589,72723
81,21763,374285,7505,8760393,29342,71108
82,21810,426518,7219,9101893,30952,74324
83,21956,387486,7406,8877349,28226,72792
84,21447,382676,7741,7855080,27547,67764
85,21750,377681,6261,8837526,29251,74748
86,21739,379262,6695,8777832,29142,70794
87,21741,377001,6692,9014045,28846,73000
88,21671,386956,6732,7841516,28119,70953
89,21840,379477,7273,8704954,28599,73000
90,22323,452765,6555,9229381,29737,72713
91,21951,377764,7355,8866052,29578,69399
92,21888,397668,6921,9065443,29586,70038
93,21949,370974,6845,7809940,28549,72956
94,21585,391910,6935,8823210,28890,75629
95,21882,382413,6524,9053554,29629,73796
96,24449,379252,7569,8973592,31610,73241
97,22250,405848,10371,7864543,27867,70392
98,21652,380651,6816,8879495,30553,74793
99,22101,381378,6734,8818166,27282,72140
100,21696,384386,7379,9151067,29870,70778
