i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,173385,292777,5729,5805034,25080,79255
2,136205,309738,5865,5675072,20386,61768
3,19578,292709,5701,7365754,22299,69506
4,19573,313588,5908,5855616,22380,65150
5,17519,314634,5934,6945542,21739,63441
6,17581,330987,6652,5534339,20060,61547
7,17731,321171,5436,6958404,20706,63962
8,17156,296641,5780,5423969,19994,57897
9,17232,295555,5171,6629865,20589,63789
10,21420,289188,6408,5285377,19880,56455
11,17498,286101,5246,6871528,20883,61929
