i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1241800,135643118,44665,43719541,612918077,132191877
2,2070566,135638735,43246,146088145,606786947,134103867
3,339558,135823055,40342,145435659,623281357,130839349
4,355359,134780932,40018,153971060,632249842,120167463
5,352049,134938401,41002,144987373,640558735,131752927
6,355084,134971894,39847,146049745,673879013,131524580
7,361124,135013465,40339,132666950,709537647,129733231
8,681476,134997593,40035,68499625,1037658682,31758881
9,358561,134580158,38899,147938708,638392563,129724266
10,700516,134897704,39798,68766667,902487394,31879478
11,363010,134958866,38611,153903410,623820121,130754869
12,364032,135095777,39130,144529471,725393869,130724672
13,362924,135123753,39261,146685445,672947200,44526299
14,365974,134641511,42325,154834148,623342172,57783555
15,366947,134763040,38541,144789862,647383956,136692946
16,721731,134771962,39097,68659039,664018071,131439917
17,368735,134687254,39009,144326891,640817374,129861163
18,372163,134869556,41885,136437929,699805662,47791812
19,371283,134928432,38499,153873364,652823452,30292979
20,371568,135212619,39336,158429214,644311268,129778828
21,381200,135134035,41554,137264841,588038910,125540938
22,366467,135015729,41466,149869171,653900732,130915027
23,383818,134619631,38133,149193251,702610186,13329806
24,390016,135058796,38883,161016013,746313503,129711599
25,714786,134749824,40383,89043843,726829631,31165251
26,399467,135117377,39609,161987637,632097183,130529436
27,394297,134510320,38161,150285987,629795242,129758094
28,740730,134716983,40353,93945879,825160344,124947524
