i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2522164,137393875,51562,55129533,729806293,34249804
2,2284225,137896044,46074,164314473,657858555,130250469
3,681811,137388279,46747,148008444,718280949,86747912
4,478740,137609973,49354,137114662,594124234,26473618
5,378099,137624366,48594,167711368,646130368,138819018
6,472877,138068131,45917,153778797,627243666,149379089
7,408338,136940404,50458,144628300,644530487,130018317
8,454784,137369573,48375,135876501,788590192,26217442
9,429046,137443743,49166,166670244,644971944,117399053
10,461276,137534697,48538,137615220,700360744,24846467
11,435947,137076601,44727,163277648,635825185,86801112
