i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2407712,139355142,52550,64229378,749209623,130055053
2,3745313,138844258,49386,160285549,689284214,26174660
3,476891,139360152,50536,176347498,684592360,134582224
4,396991,138699475,49957,157685917,652648814,27580739
5,464404,138701288,50587,172744540,685928935,56118056
6,491940,139157821,50688,170349000,663979627,51975109
7,409900,138626163,49994,168165652,636579086,130080604
8,500783,138036492,51930,127865785,649840983,106585089
9,494245,139547249,50247,164628705,649813712,22373016
10,426479,138721000,54692,162294575,678594069,26767437
11,496230,137687003,51693,176842586,658698556,138264181
12,342724,138676938,49510,160575755,533031179,141362322
13,444237,138969414,50653,158899783,666070802,134862473
14,499348,139982665,50558,159597049,703801488,39903329
