i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,48059,1544742,9663,4430919,30643063,419056
2,110013,1458262,5330,4506354,27776805,360623
3,41735,1437112,5970,3700825,27513279,359764
4,42111,1444433,7372,3935183,26587565,386389
5,41138,1446158,7601,3962786,26090488,378416
6,112332,1456764,7364,4499123,25640425,350062
7,42002,1444572,5923,3945525,26238974,345609
8,41842,1453653,6173,3971532,25991736,358438
9,42791,1854360,7884,3781077,25456213,360521
10,47249,1449778,7145,3787744,25388937,372491
11,119674,1457585,7170,4349479,25841982,358644
12,41958,1448346,6944,3672728,26115739,368152
13,43817,1472257,6568,3720683,25662377,363865
14,43541,1469251,7127,3970653,25191391,366355
15,119449,1469800,7209,4552010,24816685,373273
16,121210,1460204,8105,4751536,25071175,359867
17,43290,1473625,6304,4049107,25686548,363318
18,43342,1842008,7445,3997835,25043845,363673
19,47611,1464108,7754,4090219,25122968,384914
20,126262,1474260,6783,4700054,25586736,349219
21,43628,1469640,7491,4013643,26047643,356120
22,43121,1465325,6562,4043460,25505587,367789
23,44088,1479051,6668,3983172,25053674,871934
24,44687,1471654,7409,4083524,25169973,368021
25,122180,1475352,6881,4766704,25013353,360776
26,43985,1486065,7877,4028200,25650302,353605
27,43403,1848937,7743,4066776,24955615,361026
28,47605,1485152,7091,4072862,24850811,367994
29,123496,1484070,6456,4721504,25108263,350432
30,44338,1479244,6472,4013363,25900042,352287
31,42724,1480633,6228,4035378,25402423,367218
