i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,48757,2398455,14250,5627488,81299863,384393
2,46498,1692651,8705,4822511,29452120,440020
3,46784,2136599,9066,4752762,28375274,373355
4,48278,1733662,10319,4646064,27784059,385998
5,47186,1758693,8889,4669234,27606711,385732
6,96022,1780803,8759,5224605,27050542,362028
7,49101,1796396,9568,4647130,27229278,386526
8,100273,1819235,9969,5256001,27162651,376898
9,49283,1805054,8621,4784131,27001544,374796
10,106550,1828150,9797,5299750,27413911,378425
11,50411,1814968,10358,4559193,26889877,383059
12,105208,1835496,10205,5372804,27208187,380697
13,49531,1823149,9327,4701075,26923278,373914
14,100682,1842511,9990,5385673,26796539,377723
15,49329,1840187,9704,4870579,26741898,379401
16,48980,2157949,10688,4719211,27094160,378677
17,49030,1840503,9374,4655141,26476951,375838
18,48315,2309756,10492,4808091,26921925,386042
19,49826,1780906,10257,4617230,26767804,379581
20,49268,2331753,10839,4681834,26759304,391382
21,50233,1822624,9749,4749542,26469881,373270
22,48422,1821530,10364,4659088,26647814,385644
23,98353,1823586,9897,5257048,26398258,370588
24,49864,1844198,10576,4739246,26553449,391977
25,108133,1848913,9601,5303573,26742679,380844
26,48856,1846109,10823,4645148,26561226,398134
27,111721,1821965,10837,5373384,27349969,383721
28,53166,1833407,9637,4570569,26755685,387196
29,104894,1844873,9263,5501758,26916843,370932
30,52483,1823348,10196,4797564,26577355,380526
31,101102,1863992,9634,5477032,26773129,383703
32,48987,1841432,9467,4714538,26442578,371033
33,48040,2229971,10635,4674486,26999020,382399
34,48064,1847710,10643,4664707,26487890,376562
35,48050,2304763,10953,4690358,26870546,393444
36,49550,1790386,8917,4702202,26542920,376297
37,48019,2373623,9441,4745460,26742225,384677
38,49525,1837282,10105,4670172,26242259,383973
39,49167,1829826,9552,4656472,26631965,390596
40,101794,1832994,10638,5245485,26316997,378729
41,48307,1849436,10907,4643790,26628167,385279
42,110701,1828647,9952,5331177,26822126,381462
43,48440,1848864,9025,4641758,26531146,378626
44,108022,1829617,9898,5347154,27170892,374801
45,50185,1838317,9794,4670016,26729835,380380
46,105557,1844914,10078,5455643,26848619,381491
47,49921,1845701,9018,4633048,26562188,373995
48,101407,1877244,10057,5583695,26576708,374473
49,49451,1878316,9705,4648982,26416302,380508
50,48864,2278141,10351,4725951,26983854,376860
51,50784,1844726,8852,4703788,26440933,381969
52,48908,2398871,9763,4707785,26799536,374232
53,49169,1815734,10660,4614879,26329495,378469
54,49276,1847329,9657,4678903,26679913,941747
55,50561,1865774,9100,4690089,26260958,363693
56,49695,1853718,10812,4671742,26875844,387603
