i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,303550,128922864,38377,36163436,619271870,55177506
2,751717,128961695,30563,139064062,654807342,64432232
3,259359,129131393,32376,121591692,569905606,53961894
4,262814,128933311,32195,143339284,579216844,50287784
5,254884,129270290,31027,140234793,513414351,25345053
6,260712,129149386,31466,145179385,650672699,79509234
7,252987,129206914,32189,130823325,568062644,52090916
8,250371,129314918,30971,138817519,565616533,80800499
9,249245,129496928,22561,138582519,574052224,60703803
10,264822,96666832,37679,133644030,577345418,102433991
11,463301,129544621,31383,88788714,1049814120,65990916
