i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,44365,1281646,10637,4078246,38799494,637580
2,37304,1616237,6530,3324655,29685179,439945
3,39817,1170796,6219,3504046,28734576,499173
4,89616,1152576,5366,4018751,27870074,440486
5,39101,1197250,5993,3303870,28260686,430734
6,40348,1194289,5631,3247273,27706582,435154
7,94408,1215870,5996,3855642,27086161,415486
8,39378,1200510,6608,3230311,27764895,414867
9,38955,1227969,5788,3217945,27596544,429616
10,40636,1222480,7375,3255414,26849585,467558
11,105886,1241357,7288,3883734,27038506,477972
12,40457,1243748,7165,3208456,27448985,444541
13,39680,1577543,7243,3228357,27092183,465668
14,42880,1217305,6134,3244412,26640947,429953
15,100558,1238475,5555,3990760,26577441,445220
16,40125,1253963,6319,3303455,27174011,426952
17,41022,1245325,7358,3235963,26593752,881836
18,41458,1244791,6454,3321764,26247716,463428
19,40737,1252983,5822,3300218,27062906,461539
20,40681,1260244,6276,3291300,26900566,457950
21,40873,1264370,5862,3277280,26359013,434700
22,109292,1259802,6082,3910728,26257594,436861
23,39708,1260864,5950,3290209,27098332,434210
24,38913,1569639,6414,3320045,26492835,436552
25,40100,1256534,6969,3279245,26141065,478720
26,106638,1266517,6214,4042344,26275607,457201
27,40119,1256090,6609,3245443,26951678,450076
